id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,endDate,status,active,weight,secondNationality,secondNationalityId,knownName
9yuyz4ci6wqikd6ckjstbt2i1,Stephen Pius,Odey,Stephen,Odey,Male,S. Odey,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-01-15,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,181.0,right,90.0,2022-07-01Z,NaN,active,yes,72.0,NaN,NaN,NaN
a6ymx4wkrn260rtpb360nsiqd,Mikkel,Kallesøe Andreasen,Mikkel,Kallesøe,Male,M. Kallesøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-04-20,Lemvig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,right,7.0,2018-01-01Z,2024-07-06Z,active,no,80.0,NaN,NaN,NaN
b1kyjkhaaiw32cb4bubbpm7tg,Jeppe,Kudsk Pedersen,Jeppe,Kudsk,Male,J. Kudsk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-02-25,Holstebro,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,2.0,2021-10-26Z,2024-06-15Z,active,no,NaN,NaN,NaN,NaN
brsecgiiou4wcogoimzawyhp0,Laurits,Raun Pedersen,Laurits,Pedersen,Male,L. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-01-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,16.0,2023-04-16Z,NaN,active,yes,68.0,NaN,NaN,NaN
cfirf257zwb4wek2olz502zv8,Emmanuel,Ogura,Emmanuel,Ogura,Male,E. Ogura,Ghana,2q2sw72utw5gu9t5y4knckwba,Goalkeeper,player,2002-05-13,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,182.0,right,22.0,2024-01-18Z,2025-06-30Z,active,no,75.0,NaN,NaN,NaN
cyuoj9pesenese4i3pklv7d2h,Oskar,Snorre Olsen Frigast,Oskar,Snorre,Male,O. Snorre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-01-26,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,right,25.0,2023-06-15Z,2025-06-20Z,active,no,NaN,NaN,NaN,NaN
d88feog3dgv09oxbzn15xqesq,Tobias,Klysner Breuner,Tobias,Klysner,Male,T. Klysner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-07-03,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,NaN,2024-01-01Z,2024-01-25Z,active,no,74.0,NaN,NaN,NaN
effgiwtme6eu08o1ninlnqqqd,Daniel Mathias,Høegh,Daniel,Høegh,Male,D. Høegh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-01-06,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,3.0,2022-07-19Z,NaN,active,yes,79.0,NaN,NaN,NaN
o7nooyu95nab78ys541e3uuh,Frederik,Lauenborg,Frederik,Lauenborg,Male,F. Lauenborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-05-18,Aarhus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,right,14.0,2015-07-01Z,NaN,active,yes,74.0,NaN,NaN,NaN
ykp13dluyk1dwzunv5qj2yhg,Lasso,Coulibaly,Lasso,Coulibaly,Male,L. Coulibaly,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2002-10-19,Bouaké,Côte d'Ivoire,tin6kf561ywonqan0mettr98,186.0,right,28.0,2023-09-01Z,2024-06-30Z,active,no,70.0,NaN,NaN,NaN
11cna826ls27ahux2w0ckapqt,Kasper,Kusk Vangsgaard,Kasper,Kusk,Male,K. Kusk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1991-11-10,Aalborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,left,7.0,2022-08-31Z,2024-06-15Z,active,no,67.0,NaN,NaN,NaN
1fftxw79d5tjl0rzdffhtcr11,Kent,Nielsen,Kent,Nielsen,Male,K. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1961-12-28,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2019-06-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
2513579m13glsous1p82fbjzd,Andreas,Poulsen,Andreas,Poulsen,Male,A. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-10-13,Ikast,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,left,2.0,2023-08-31Z,2024-06-15Z,active,no,80.0,NaN,NaN,NaN
2of6xfvdgpsrqehwxrc39kcq2,Frederik,Bjerregaard Carstensen,Frederik,Carstensen,Male,F. Carstensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-04-09,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,right,19.0,2023-07-01Z,2023-08-27Z,active,no,NaN,NaN,NaN,NaN
349g9rdismqpb1aarjp011bd,Callum William,McCowatt,Callum,McCowatt,Male,C. McCowatt,New Zealand,wcq2y28a27syx5do1k2i2nj8,Midfielder,player,1999-04-30,Auckland,New Zealand,wcq2y28a27syx5do1k2i2nj8,179.0,right,17.0,2023-07-04Z,NaN,active,yes,73.0,NaN,NaN,NaN
3od63zrf6cay4d6ync9i2iuqc,Frederik,Thykær Rieper,Frederik,Rieper,Male,F. Rieper,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-06-19,Aarhus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,196.0,right,29.0,2024-01-16Z,2024-06-15Z,active,no,83.0,NaN,NaN,NaN
4onq7hv7a4610tbzf4g225y50,Peder,Knudsen,Peder,Knudsen,Male,P. Knudsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1970-07-16,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2015-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
55u45p7vwom7civ3xy3hdf71m,Oliver,Sonne Christensen,Oliver,Sonne,Male,O. Sonne,Peru,2uib9hdovpcye4re2l3omr4dl,Defender,player,2000-11-10,Herfølge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,5.0,2021-07-01Z,2025-01-01Z,active,no,72.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
5k4gsy5f7ius93bbks9wbvqei,Andreas,Pyndt Andersen,Andreas,Pyndt,Male,A. Pyndt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-03-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,22.0,2023-06-15Z,2024-02-08Z,active,no,68.0,NaN,NaN,NaN
5r1v2w303bvj0vv1893qr5d5h,Mark,Brink Christensen,Mark,Brink,Male,M. Brink,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-03-15,Esbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,right,14.0,2020-02-01Z,2024-09-02Z,active,no,73.0,NaN,NaN,NaN
65g5cfsdr10378yvmkpm19444,Anders,Dahl,Anders,Dahl,Male,A. Dahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-05-01,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,right,18.0,2020-07-01Z,2024-01-31Z,active,no,65.0,NaN,NaN,NaN
6wrch4yhbs6utcc0doguj90q,Mads,Larsen,Mads,Larsen,Male,M. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-09-20,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,20.0,2024-01-17Z,NaN,active,yes,74.0,NaN,NaN,Mads Larsen
7h39w16zvj1lbfb0rqr7kvt1x,Jens Martin,Gammelby,Jens,Gammelby,Male,J. Gammelby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-02-05,Ikast,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,both,19.0,2024-01-01Z,NaN,active,yes,81.0,NaN,NaN,NaN
7zaveckhldl5rieo5ddsqtt2i,Pontus Anders,Rödin,Pontus,Rödin,Male,P. Rödin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2000-08-16,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,25.0,2024-01-29Z,NaN,active,yes,80.0,NaN,NaN,NaN
86cey56ppsd1ablfgsj11jzs9,Joel Rasmus,Felix,Joel,Felix,Male,J. Felix,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-01-13,NaN,Netherlands Antilles,9luzpfs2y9omzy9gr41xmu8ve,190.0,left,4.0,2020-08-20Z,2024-06-30Z,active,no,73.0,St. Lucia,1at7am98hz0qdphqbcxnbpdwt,NaN
89xit2bryc0g4yhqina7akjkk,Julius Lorents,Høgsted Nielsen,Julius,Nielsen,Male,J. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-04-26,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,44.0,2024-04-14Z,NaN,active,yes,NaN,NaN,NaN,NaN
8xfqengyrwgxhhi86ok88vf2s,Magnus,Bøttker,Magnus,Bøttker,Male,M. Bøttker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-08-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,27.0,2023-07-01Z,2024-02-01Z,active,no,NaN,NaN,NaN,NaN
9jqox80arzpytv1b136jobhpm,Asbjørn Johnsen,Bøndergaard,Asbjørn,Bøndergaard,Male,A. Bøndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-05-05,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,15.0,2023-04-05Z,2024-06-25Z,active,no,68.0,NaN,NaN,NaN
9pv2ame21kaydllf78eo1nqc4,Alexander,Priesborg Madsen,Alexander,Priesborg,Male,A. Priesborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-05-14,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,right,NaN,2023-09-11Z,NaN,active,yes,79.0,NaN,NaN,NaN
9zhmwx3g0m6xi2oh57g4z35nu,Robin,Dahl Østrøm,Robin,Østrøm,Male,R. Østrøm,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-08-09,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,3.0,2022-08-23Z,NaN,active,yes,80.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
a2psnkhu3h7m0ng8e7qdietey,Søren,Østergaard Tengstedt,Søren,Tengstedt,Male,S. Tengstedt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-06-30,Nibe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,left,10.0,2021-09-01Z,2024-01-27Z,active,no,68.0,NaN,NaN,NaN
a4q12zbpltgmiuce4cae0cm0a,Lukas,Ahlefeld Engel,Lukas,Engel,Male,L. Engel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-12-14,Amager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,left,29.0,2022-01-31Z,2023-08-15Z,active,no,74.0,NaN,NaN,NaN
alqg6ch3anqkq9613hu6m1d04,Fredrik,Bennedsgaard Carlsen,Fredrik,Carlsen,Male,F. Carlsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-12-01,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,right,11.0,2023-06-15Z,2025-07-24Z,active,no,80.0,NaN,NaN,NaN
b2492j7qzdo7g3ysxz6gq4g5x,Nicolai,Oppen Larsen,Nicolai,Larsen,Male,N. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1991-03-09,Herlev,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,1.0,2021-07-01Z,NaN,active,yes,83.0,NaN,NaN,Nicolai Larsen
bbvg27zaup9x9gpdm10ommmp6,Niclas,Holm Pedersen,Niclas,Holm Pedersen,Male,N. Holm Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-03-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,right,26.0,2020-09-28Z,2023-09-26Z,active,no,69.0,NaN,NaN,NaN
bplpqy3ierwlm12d1f3prue7e,Pelle,Elkjær Mattsson,Pelle,Mattsson,Male,P. Mattsson,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-08-04,Silkeborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,right,6.0,2019-01-01Z,2025-08-29Z,active,no,74.0,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
chjcbjc5nv8uyiusfafts5zv9,Tobias Frank,Salquist Nielsen,Tobias,Salquist,Male,T. Salquist,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-05-18,Ikast,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,both,20.0,2021-01-13Z,2024-01-14Z,active,no,85.0,NaN,NaN,NaN
cugmerpydsw8kqbo2rle9npm2,Alexander Lucas,Lind Rasmussen,Alexander,Lind,Male,A. Lind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-06-26,Hørning,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,9.0,2019-12-07Z,2024-08-12Z,active,no,85.0,NaN,NaN,NaN
d0xv8spbowuj5vafz7zoy47hl,Jacob,Pryts Larsen,Jacob,Pryts,Male,J. Pryts,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1998-06-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,left,16.0,2023-06-24Z,2024-08-23Z,active,no,88.0,NaN,NaN,NaN
d8nahz092xxj6muqc24hocp3o,Aske,Leth Andrésen,Aske,Andrésen,Male,A. Andrésen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-07-12,Aarhus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,199.0,right,NaN,2021-10-23Z,NaN,active,yes,78.0,NaN,NaN,NaN
e0q7vplzzxb23i607ztmnm5lh,Lubambo Sailas,Musonda,Lubambo,Musonda,Male,L. Musonda,Zambia,2dlu3zrfid7nl6ppmb04hjgot,Defender,player,1995-03-01,Lusaka,Zambia,2dlu3zrfid7nl6ppmb04hjgot,171.0,both,24.0,2023-08-09Z,2024-06-30Z,active,no,75.0,NaN,NaN,NaN
e8ncg8zfaq9njkv7owyqh9yzu,Oscar William,Fuglsang,Oscar,Fuglsang,Male,O. Fuglsang,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-03-12,Aarhus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,173.0,right,NaN,2024-01-01Z,2024-06-25Z,active,no,64.0,NaN,NaN,NaN
evqjfe6houcytpphsxecs7eg9,Stefán Teitur,Þórðarson,Stefán,Thórdarson,Male,S. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-10-16,Akranes,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,189.0,right,8.0,2020-10-05Z,2024-07-09Z,active,no,77.0,NaN,NaN,NaN
ew91bx066dre4xck30vmz10yc,Alexander Magnus,Busch,Alexander,Busch,Male,A. Busch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-07-25,Resenbro,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,40.0,2020-08-01Z,NaN,active,yes,75.0,NaN,NaN,NaN
lioz4hr2umpne2bwar18qa96,Anders,Ferslev Klynge,Anders,Klynge,Male,A. Klynge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-10-14,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,21.0,2020-08-03Z,2025-06-30Z,active,no,70.0,NaN,NaN,NaN
lmrff8mviimc33yyrpjzr2tw,Oskar Adam,Rudkjøbing Boesen,Oskar,Boesen,Male,O. Boesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-05-05,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,175.0,right,41.0,2023-04-05Z,NaN,active,yes,70.0,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN
1hbucfyn2l3bxcw5r4zcb1dlg,Christian William,Gammelgaard Grøndal,Christian,Gammelgaard,Male,C. Gammelgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-03-10,Vejle,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,left,37.0,2021-10-16Z,2024-01-31Z,active,no,74.0,NaN,NaN,NaN
1k9g7x8jwhzcpx8bc5ji7og0k,Tobias,Haahr Jakobsen,Tobias,Jakobsen,Male,T. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2003-07-03,Vejle,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,both,24.0,2021-07-09Z,2024-01-26Z,active,no,NaN,NaN,NaN,NaN
1l6u1rgmhkzjot1gxaqjjzuvo,Silas,Clifford Valbak,Silas,Valbak,Male,S. Valbak,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-03-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,NaN,2023-07-01Z,2024-06-30Z,active,no,73.0,NaN,NaN,NaN
1xjhud4hyekcg08nue1iosmsq,Thomas,Gundelund Nielsen,Thomas,Gundelund,Male,T. Gundelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-11-06,Skive,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,right,14.0,2017-11-25Z,NaN,active,yes,68.0,NaN,NaN,NaN
1ykl08k2c2kwxukw0gvslf6qd,Stefan,Ivov Velkov,Stefan,Velkov,Male,S. Velkov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Defender,player,1996-12-12,Sofia,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,192.0,right,13.0,2022-06-17Z,NaN,active,yes,85.0,NaN,NaN,NaN
1yqlkot5sh85ot3eemo67djv9,Yeni Atito,N'Gbakoto,Yeni,N'Gbakoto,Male,Y. N'Gbakoto,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,1992-01-23,Croix,France,7gww28djs405rfga69smki84o,173.0,right,7.0,2023-09-01Z,2025-06-30Z,active,no,69.0,France,7gww28djs405rfga69smki84o,NaN
22zuxw8lez5w4vjd8spzzysyc,Tobias,Lauritsen,Tobias,Lauritsen,Male,T. Lauritsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-06-18,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,right,25.0,2022-07-01Z,NaN,active,yes,67.0,NaN,NaN,NaN
2anc9ug5nr25khmtcc4id2pxx,Hamza,Barry,Hamza,Barry,Male,H. Barry,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,1994-10-15,Banjul,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,175.0,both,5.0,2022-08-22Z,2025-06-30Z,active,no,73.0,NaN,NaN,NaN
2da3z6x82d992w2gdm1ssytat,Richard,Sukuta-Pasu,Richard,Sukuta-Pasu,Male,R. Sukuta-Pasu,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1990-06-24,Wuppertal,Germany,36min0qztu8eydwvpv8t1is0m,190.0,right,19.0,2022-07-01Z,2023-08-11Z,active,no,93.0,Congo,1s2y6o0lwj69dj5ib5pid8f6r,NaN
2gbfwdmpk5gfmcc979aqfkyxh,Gustav Frans Vallentin,Granath,Gustav,Granath,Male,G. Granath,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1997-02-15,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,right,2.0,2024-02-13Z,2024-06-30Z,active,no,82.0,NaN,NaN,NaN
2rgil8e1uix2orli95p1si0ut,Ebenezer,Ofori,Ebenezer,Ofori,Male,E. Ofori,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,1995-07-01,Kumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,172.0,left,15.0,2022-07-01Z,2024-12-31Z,active,no,70.0,NaN,NaN,NaN
32ohywx3gs0u6bqm4z59wxmmt,Miiko Martín,Albornoz Inola,Miiko,Albornoz,Male,M. Albornoz,Chile,32tb8d7824xg4i0ybxzssczu0,Defender,player,1990-11-30,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,left,3.0,2022-02-02Z,2025-06-30Z,active,no,80.0,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
370yp6cm7ik1x2evaf3m6tgd0,Andreas Mayn,Tomaselli,Andreas,Tomaselli,Male,A. Tomaselli,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-10-13,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,16.0,2023-03-31Z,2025-06-30Z,active,no,76.0,England,1fk5l4hkqk12i7zske6mcqju6,NaN
3kwzy3ith5kh7rr9qgc7jj9at,Azer,Bušuladžić,Azer,Busuladzic,Male,A. Bušuladžić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1991-11-12,Kolding,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,8.0,2022-07-01Z,2024-03-13Z,active,no,79.0,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
3qjmt4uhtol0r8yei76q5ta8k,Theo,Lundorff Dalsgaard Laursen,Theo,Laursen,Male,T. Laursen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-07-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,NaN,2023-07-01Z,2024-06-30Z,active,no,74.0,NaN,NaN,NaN
3ylgelxr6ssp42hidfnchqp2i,Kristian,Kirkegaard,Kristian,Kirkegaard,Male,K. Kirkegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-10-02,Skibet,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,right,10.0,2022-06-24Z,2025-06-30Z,active,no,70.0,NaN,NaN,NaN
43ymveheg90gcp74hx59b7ris,Gustav,Nørregaard Knudsen,Gustav,Knudsen,Male,G. Knudsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-07-10,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,24.0,2024-01-27Z,NaN,active,yes,79.0,NaN,NaN,NaN
53y263xxfdf1itytiqhg3v6c5,Igor,Vekić,Igor,Vekic,Male,I. Vekić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Goalkeeper,player,1998-05-06,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,192.0,right,31.0,2023-07-12Z,NaN,active,yes,88.0,NaN,NaN,NaN
5qi1vx7dji6gz1xc3dsfd9zh1,Raúl,Albentosa Redal,Raúl,Albentosa,Male,Raúl Albentosa,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1988-09-07,Alzira,Spain,49ih1pwv3ahshdf8uzrimi54c,193.0,right,6.0,2022-01-12Z,2024-06-30Z,active,no,89.0,NaN,NaN,NaN
6c2isptqoy4cq5c8rlr9s1roq,Marius,Elvius Kolind-Jørgensen,Marius,Elvius,Male,M. Elvius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-06-01,Taarnby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,59.0,2022-02-01Z,2025-08-21Z,active,no,73.0,NaN,NaN,NaN
6cbixj2kogb7ibypc15x6crxm,Tyrese Jay,Francois,Tyrese,Francois,Male,T. Francois,Australia,u5ieemi69z72c3bgczyy68lo,Midfielder,player,2000-07-16,Campbell Town,Australia,u5ieemi69z72c3bgczyy68lo,173.0,left,35.0,2024-02-01Z,2024-06-30Z,active,no,60.0,England,1fk5l4hkqk12i7zske6mcqju6,NaN
6kdy9i4p9fgyn45d9avb66cd0,Sander,Skoubo Sehested Ravn,Sander,Ravn,Male,S. Ravn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-04-08,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,left,NaN,2023-10-31Z,NaN,active,yes,74.0,NaN,NaN,NaN
6lap0wrnichfxxqm5kgtoflec,Lasse,Flø Borregaard,Lasse,Flø,Male,L. Flø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-10-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,33.0,2023-05-27Z,NaN,active,yes,74.0,NaN,NaN,NaN
6xjbcik3a56d0vqy4vrq5eokp,David,Čolina,David,Colina,Male,D. Čolina,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2000-07-19,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,174.0,left,38.0,2024-01-24Z,2024-06-30Z,active,no,68.0,NaN,NaN,NaN
6y714zg3yx5z2q7b796mgmgpg,Oliver,Amby,Oliver,Amby,Male,O. Amby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-12-09,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,171.0,right,30.0,2024-01-01Z,2025-02-03Z,active,no,65.0,NaN,NaN,NaN
72xwxwrmurgeec8183lrcgo44,Anton,Klaster,Anton,Klaster,Male,A. Klaster,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2007-07-31,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,NaN,2023-10-31Z,2024-06-30Z,active,no,77.0,NaN,NaN,NaN
7hukebiijqntuvetwzralzuju,Oliver,Provstgaard Nielsen,Oliver,Provstgaard,Male,O. Provstgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-06-04,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,left,4.0,2022-01-20Z,2025-02-03Z,active,no,70.0,NaN,NaN,NaN
7nmmxtq7yz6f6piwe6ifnpdzo,Sirong,Li,Sirong,Li,Male,Li Sirong,China PR,6e8huv1g6g173rptk3y6jsg5z,Defender,player,2003-05-04,NaN,China PR,6e8huv1g6g173rptk3y6jsg5z,178.0,right,27.0,2023-01-06Z,2023-09-15Z,active,no,70.0,NaN,NaN,Li Sirong
7qgiqoaaarr6c2bs4yffqwju2,Victor,Stange Lind,Victor,Lind,Male,V. Lind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-07-12,Løgumkloster,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,left,19.0,2024-01-31Z,2024-06-30Z,active,no,69.0,NaN,NaN,NaN
7rtrg77m3xozgfhu3p2ihfey2,Musa,Juwara,Musa,Juwara,Male,M. Juwara,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2001-12-26,Tujereng,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,170.0,left,11.0,2023-07-03Z,2025-07-03Z,active,no,60.0,NaN,NaN,NaN
