id,firstName,lastName,shortFirstName,shortLastName,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,gender
4uuq2zuhmlbg7kh85v5l8723u,Diego,Gonzalez,Diego,Gonzalez,NaN,D. Gonzalez,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2002-10-16,Houston,USA,7hr2f89v44y65dyu9k92vprwn,170.0,69.0,NaN,43.0,active,yes,NaN
5iegbcu89n3fv2deuig645hxw,Micael,dos Santos Silva,Micael,dos Santos Silva,Micael,Micael,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,2000-08-12,Presidente Prudente,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,82.0,left,31.0,active,yes,NaN
5tz98dy8lh2p8a7mq3x9uagnp,Franco Nicolás,Escobar,Franco,Escobar,NaN,F. Escobar,Argentina,2vovxa97k7v7ofa85dah2xktb,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-02-21,Rosario,Argentina,2vovxa97k7v7ofa85dah2xktb,175.0,72.0,right,2.0,active,yes,NaN
60ej9rpig6xzj1d80w0ki92i,Gabriel,North Segal,Gabriel,Segal,NaN,G. Segal,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2001-05-17,Washington,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,NaN,17.0,active,yes,NaN
62gy76vhmyxy2hfuql8cu7kdl,Carlos Sebastián,Ferreira Vidal,Sebastián,Ferreira,NaN,S. Ferreira,Paraguay,4snnlul02xmgkkb024q2bqyn9,NaN,NaN,Attacker,player,1998-02-13,Asunción,Paraguay,4snnlul02xmgkkb024q2bqyn9,181.0,70.0,right,11.0,active,yes,NaN
6fnojo4m3daqz5moaa9yu1dk9,Latif Atta,Blessing,Latif,Blessing,NaN,L. Blessing,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,1996-12-30,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,170.0,64.0,both,15.0,active,yes,NaN
6knzu4ywl5yag1h8ij16g2rqh,Adalberto Eliécer,Carrasquilla Alcázar,Adalberto,Carrasquilla,NaN,A. Carrasquilla,Panama,5nhk7v9jq6dqmfbn4hiihhofv,NaN,NaN,Midfielder,player,1998-11-28,Ciudad de Panamá,Panama,5nhk7v9jq6dqmfbn4hiihhofv,170.0,65.0,right,20.0,active,yes,NaN
77kab5634937x4txa891wg2s4,Brooklyn Sigel Randolph,Raines,Brooklyn,Raines,NaN,B. Raines,USA,7hr2f89v44y65dyu9k92vprwn,Liberia,78fh41lat89a3xaqjqcdzb4ul,Midfielder,player,2005-03-11,Monrovia,Liberia,78fh41lat89a3xaqjqcdzb4ul,173.0,63.0,NaN,35.0,active,yes,NaN
7jcp2lm8e7pdc6k8zigfjf7x1,Ján,Greguš,Ján,Gregus,NaN,J. Greguš,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Midfielder,player,1991-01-29,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,82.0,right,21.0,active,yes,NaN
7qt4r82kyz05r8kd8cmdh1xqs,Ousmane,Sylla,Ousmane,Sylla,NaN,O. Sylla,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Midfielder,player,2001-08-07,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,173.0,77.0,NaN,26.0,active,yes,NaN
7wm373zusaqqi6mwcmvfhmep5,Ethan Andrew,Bartlow,Ethan,Bartlow,NaN,E. Bartlow,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-02-02,Woodinville,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,NaN,4.0,active,yes,NaN
7xadwk43ylg77rk7d9a1vnpp1,Juan Francisco,Guerra Piñero,Juan,Guerra,NaN,J. Guerra,Venezuela,1er0616j12s9yghuzvsx76d5v,NaN,NaN,NaN,assistant coach,1987-02-16,Caracas,Venezuela,1er0616j12s9yghuzvsx76d5v,175.0,73.0,right,NaN,active,yes,NaN
824vros32oq1ufkbws8aiu0a,Ibrahim,Aliyu,Ibrahim,Aliyu,NaN,I. Aliyu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2002-01-16,Kano,Nigeria,63pvdwrsiq5b07mzi8igqei9p,184.0,77.0,NaN,18.0,active,yes,NaN
90ij057q6p0us957s28gx1905,Bradley Shaun,Smith,Brad,Smith,NaN,B. Smith,Australia,u5ieemi69z72c3bgczyy68lo,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1994-04-09,Penrith,Australia,u5ieemi69z72c3bgczyy68lo,177.0,70.0,left,3.0,active,yes,NaN
9ph8wasuz3ndre586gople49g,Stephen,Annor Gyamfi,Stephen,Annor Gyamfi,NaN,S. Annor Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2003-05-19,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,64.0,NaN,19.0,active,yes,NaN
9x2ziz4f86fzgxmywq5ytl5n9,Erik,Sviatchenko,Erik,Sviatchenko,NaN,E. Sviatchenko,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,1991-10-04,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,82.0,right,28.0,active,yes,NaN
a971j313ztjvcgojpg6u390b9,Ezequiel,Ponce Martínez,Ezequiel,Ponce,NaN,E. Ponce,Argentina,2vovxa97k7v7ofa85dah2xktb,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1997-03-29,Rosario,Argentina,2vovxa97k7v7ofa85dah2xktb,180.0,80.0,right,10.0,active,yes,NaN
bfsjxpmiflhdz2162ulqlo0lw,Jefferson Laider,Valverde Arboleda,Jefferson,Valverde,NaN,J. Valverde,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Midfielder,player,1999-05-04,NaN,Ecuador,6pyj2bytt2osbjk69owzfehcg,176.0,70.0,NaN,30.0,active,yes,NaN
bj6gvru3cmdhvnnxiy79j1gix,Amine,Bassi,Amine,Bassi,NaN,A. Bassi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,France,7gww28djs405rfga69smki84o,Midfielder,player,1997-11-27,Bezons,France,7gww28djs405rfga69smki84o,173.0,72.0,right,8.0,active,yes,NaN
ck9v5tgscw65gsjfo00u9p0q1,Tate Matthew,Schmitt,Tate,Schmitt,NaN,T. Schmitt,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1997-05-28,Phoenix,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,left,22.0,active,yes,NaN
e81zc97bmfjgwo978gplrx46i,Xavier William,Valdez Derrig,Xavier,Valdez,NaN,X. Valdez,Dominican Republic,za9wn9847gulllfsey917tmk,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2003-11-23,New York,USA,7hr2f89v44y65dyu9k92vprwn,195.0,72.0,left,38.0,active,yes,NaN
ez84r8y62t475bx8h9ymhhlnt,Sebastian Oskar,Kowalczyk,Sebastian,Kowalczyk,NaN,S. Kowalczyk,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Midfielder,player,1998-08-22,Szczecin,Poland,27baqb7359ywdvsxxklx1kn11,169.0,54.0,right,27.0,active,yes,NaN
gzgb6fx219sofa2u198gfavp,Benjamin Robert,Olsen,Ben,Olsen,NaN,B. Olsen,USA,7hr2f89v44y65dyu9k92vprwn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1977-05-03,"Harrisburg, Pennsylvania",USA,7hr2f89v44y65dyu9k92vprwn,173.0,71.0,NaN,NaN,active,yes,NaN
1b6ab1mqzvhk547p0bdzbccfd,Joseph Martin,Paintsil,Joseph,Paintsil,NaN,J. Paintsil,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,1998-02-01,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,169.0,70.0,right,28.0,active,yes,NaN
1kl9112b8rcbr3k1s5hs353x0,Aaron,Banind Bibout,Aaron,Bibout,NaN,A. Bibout,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,Attacker,player,2004-09-03,Yaoundé,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,NaN,NaN,active,yes,NaN
1o0ew8fp44fuo3o7c8ef8pd2i,Tucker Lee,Erman Lepley,Tucker,Lepley,NaN,T. Lepley,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2002-01-17,Charlotte,USA,7hr2f89v44y65dyu9k92vprwn,163.0,57.0,NaN,21.0,active,yes,NaN
2obg72y50zdf473u28eie0yj9,Gastón,Brugman Duarte,Gastón,Brugman,NaN,G. Brugman,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1992-09-07,Rosario,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,178.0,75.0,right,5.0,active,yes,NaN
2vkfc121vxf4n83nluee80k5w,Carlos Emiro,Garcés Torres,Carlos,Garcés,NaN,C. Garcés,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Defender,player,2001-10-11,López de Micay,Colombia,6kby8rq1p01fg5ds38ckkrcs5,186.0,75.0,NaN,25.0,active,yes,NaN
3hha4o7giozmt7zpcnc83icfe,Julián Ezequiel,Aude Bernardi,Julián,Aude,NaN,J. Aude,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2003-03-24,Lanús,Argentina,2vovxa97k7v7ofa85dah2xktb,180.0,71.0,left,3.0,active,yes,NaN
45vy8s9kzx0k094lg2cicj1zp,Eriq Anthony,Zavaleta Vanney,Eriq,Zavaleta,NaN,E. Zavaleta,El Salvador,6jovhn8du7uhbedi92voitt3k,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1992-08-02,Westfield,USA,7hr2f89v44y65dyu9k92vprwn,185.0,84.0,right,15.0,active,yes,NaN
4bj1nesnaio5e7gsyf9yrcdzp,Gregory Dean,Vanney,Greg,Vanney,NaN,G. Vanney,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1974-06-11,South Boston,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,NaN
4bnxkvwj5hh7ivj4z32oozlrd,John Vincent,Nelson,John,Nelson,NaN,J. Nelson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1998-07-11,Medina,USA,7hr2f89v44y65dyu9k92vprwn,175.0,74.0,NaN,14.0,active,yes,NaN
4fvtwbl1hrxgs9lg957rxladx,Maya,Yoshida,Maya,Yoshida,NaN,M. Yoshida,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,1988-08-24,Nagasaki,Japan,lxyibh89lpdc0bfian1nx0xq,189.0,78.0,right,4.0,active,yes,NaN
4o8ulvahxfb06x5xhvflvwhzo,Rubén,Ramos Jr.,Rubén,Ramos,NaN,R. Ramos,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,2007-01-22,La Puente,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,NaN,84.0,active,yes,NaN
5iy3sz4b3mokizd2qlcskl5d6,Jonathan Alexánder,Pérez Lara,Jonathan,Pérez,NaN,J. Pérez,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-01-18,Pico Rivera,USA,7hr2f89v44y65dyu9k92vprwn,168.0,72.0,left,18.0,active,yes,NaN
5kbbqhggkwgzoqjp5tte7k55g,Daniel Jacob,Calichman,Dan,Calichman,NaN,D. Calichman,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,assistant coach,1968-02-21,Huntington Station,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,NaN
5olu4s7w7nn9wy1219grd6z8p,Miki,Yamane,Miki,Yamane,NaN,M. Yamane,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,1993-12-22,Yokohama,Japan,lxyibh89lpdc0bfian1nx0xq,178.0,72.0,right,2.0,active,yes,NaN
62zgr9eyt4v2wvil67ii8ph0q,Gabriel,Fortes Chaves,Gabriel,Fortes Chaves,Gabriel Pec,Gabriel Pec,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,2001-02-11,Petrópolis,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,173.0,66.0,NaN,11.0,active,yes,NaN
660a1dq2kk90vuzw0ru6mbmy,Miguel,Berry,Miguel,Berry,NaN,Miguel Berry,Spain,49ih1pwv3ahshdf8uzrimi54c,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1997-09-16,Barcelona,Spain,49ih1pwv3ahshdf8uzrimi54c,191.0,82.0,right,27.0,active,yes,NaN
74xoktrm0qxvttpznp8w7k05x,José Martín,Cáceres Silva,Martín,Cáceres,NaN,M. Cáceres,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,NaN,NaN,Defender,player,1987-04-07,Montevideo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,180.0,77.0,right,22.0,active,yes,NaN
7x3sqcf8wtq2qwyqcbv2itw8a,Mauricio,Aimar Cuevas,Mauricio,Cuevas,NaN,M. Cuevas,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,2003-02-10,Los Angeles,USA,7hr2f89v44y65dyu9k92vprwn,170.0,54.0,NaN,19.0,active,yes,NaN
9py9nrbgshlukfxu6pjukfxbe,Jalen Christopher,Neal,Jalen,Neal,NaN,J. Neal,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2003-08-24,Lakewood,USA,7hr2f89v44y65dyu9k92vprwn,191.0,77.0,right,24.0,active,yes,NaN
9u45wpzxspmhalu9pzmg3zjvu,Novak,Mićović,Novak,Micovic,NaN,N. Mićović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2001-10-25,Belgrade,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,77.0,NaN,35.0,active,yes,NaN
9xbq14mc7d6e9xwm3yf4xp10q,Ricard,Puig Martí,Riqui,Puig,NaN,Riqui Puig,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1999-08-13,Matadepera,Spain,49ih1pwv3ahshdf8uzrimi54c,169.0,56.0,right,10.0,active,yes,NaN
a7e4giaiuvuakmt7iw09mh9lh,Marco Antonio,Delgado,Mark,Delgado,NaN,M. Delgado,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,1995-05-16,Glendora,USA,7hr2f89v44y65dyu9k92vprwn,176.0,67.0,NaN,8.0,active,yes,NaN
ab8jzmb5h0lh7mt66h3zgm5ex,Brady,Canfield Scott,Brady,Scott,NaN,B. Scott,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1999-06-30,Petaluma,USA,7hr2f89v44y65dyu9k92vprwn,191.0,83.0,right,NaN,active,yes,NaN
b4hm7o0o1tlssg0aa1psm704q,Gino,Vivi Quesada,Gino,Vivi,NaN,G. Vivi,Costa Rica,48emauy3fucokp86skcs5alh8,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2000-12-20,San Rafael de Escazú,Costa Rica,48emauy3fucokp86skcs5alh8,172.0,NaN,NaN,30.0,active,no,NaN
bhk5z3mh83w886y623pqpcn3d,Dejan,Joveljić,Dejan,Joveljic,NaN,D. Joveljić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,1999-08-07,Bijeljina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,181.0,75.0,right,9.0,active,yes,NaN
bqc9q35pmfzele2x6xb9z6tm2,Daniel,Aguirre Domínguez,Daniel,Aguirre,NaN,D. Aguirre,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,1999-07-28,NaN,USA,7hr2f89v44y65dyu9k92vprwn,170.0,75.0,NaN,37.0,active,no,NaN
br9ewy459g6kw8tx8jghbfx79,John Joseph,McCarthy,John,McCarthy,NaN,J. McCarthy,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1992-07-04,Cinnaminson,USA,7hr2f89v44y65dyu9k92vprwn,185.0,84.0,NaN,77.0,active,yes,NaN
c44bkncqmptribnxki1dyppbe,Isaiah,Parente,Isaiah,Parente,NaN,I. Parente,USA,7hr2f89v44y65dyu9k92vprwn,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2000-03-16,Medina,USA,7hr2f89v44y65dyu9k92vprwn,179.0,70.0,NaN,52.0,active,yes,NaN
ca82vaxv1vz6x0dye3gafzjkl,Diego Santiago,Fagúndez Pepe,Diego,Fagúndez,NaN,D. Fagúndez,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-02-14,Montevideo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,173.0,64.0,right,7.0,active,yes,NaN
dtj5zjdur2d1of2ip3ar4r88a,Edwin Javier,Cerrillo,Edwin,Cerrillo,NaN,E. Cerrillo,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,2000-10-03,Waco,USA,7hr2f89v44y65dyu9k92vprwn,175.0,79.0,NaN,20.0,active,yes,NaN
e7q60ne93c6289xwnt9zj65wq,Marcus,Ashton Ferkranus,Marcus,Ferkranus,NaN,M. Ferkranus,USA,7hr2f89v44y65dyu9k92vprwn,Australia,u5ieemi69z72c3bgczyy68lo,Defender,player,2003-05-10,NaN,USA,7hr2f89v44y65dyu9k92vprwn,183.0,84.0,NaN,74.0,active,no,NaN
17ni4ntnt7b6b0bwst3e4djze,Luis,Müller,Luis,Müller,NaN,L. Müller,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2001-02-12,Cottbus,Germany,36min0qztu8eydwvpv8t1is0m,187.0,NaN,left,91.0,active,yes,NaN
1ulponxwggurn592nk3rqcfs9,Eduard Andrés,Atuesta Velasco,Eduard,Atuesta,NaN,E. Atuesta,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Midfielder,player,1997-06-18,Vélez,Colombia,6kby8rq1p01fg5ds38ckkrcs5,180.0,71.0,right,20.0,active,yes,NaN
21pcsi974pxn7yx4uf5w6sphw,Omar Antonio,Campos Chagoya,Omar,Campos,NaN,O. Campos,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN,Defender,player,2002-07-20,Mexico City,Mexico,5trdr3jf42i20zj1hnkvcytr6,174.0,65.0,left,2.0,active,yes,NaN
36e17qrefearxp7lxb1eibwbu,Nathan Rafael,Ordaz,Nathan,Ordaz,NaN,N. Ordaz,El Salvador,6jovhn8du7uhbedi92voitt3k,Mexico,5trdr3jf42i20zj1hnkvcytr6,Attacker,player,2004-01-12,Van Nuys,USA,7hr2f89v44y65dyu9k92vprwn,180.0,75.0,NaN,27.0,active,yes,NaN
399pgumsrvtb9kcx58vw5cmlm,Mateusz Piotr,Bogusz,Mateusz,Bogusz,NaN,M. Bogusz,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Midfielder,player,2001-08-22,Ruda Śląska,Poland,27baqb7359ywdvsxxklx1kn11,175.0,69.0,NaN,19.0,active,yes,NaN
39gpds71l6v25ba420on2k26s,David Enmanuel,Martínez Morales,David,Martínez,NaN,D. Martínez,Venezuela,1er0616j12s9yghuzvsx76d5v,NaN,NaN,Attacker,player,2006-02-07,El Tigre,Venezuela,1er0616j12s9yghuzvsx76d5v,178.0,68.0,left,30.0,active,yes,NaN
40lk020a1p1cvmj86ids7k05x,Maxime Paul Jackie,Chanot,Maxime,Chanot,NaN,M. Chanot,Luxembourg,f2r46apchse9eg3n9c9pupfs,France,7gww28djs405rfga69smki84o,Defender,player,1989-11-21,Nancy,France,7gww28djs405rfga69smki84o,185.0,78.0,right,25.0,active,yes,NaN
4b0f4mz0yi44sl3fhscfvfi6t,Ante,Razov,Ante,Razov,NaN,A. Razov,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,assistant coach,1974-03-02,Los Angeles,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,NaN
4rofe6lf26y27tam1l0du9239,Steven Emil,Cherundolo,Steve,Cherundolo,NaN,S. Cherundolo,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1979-02-19,Rockford,USA,7hr2f89v44y65dyu9k92vprwn,172.0,69.0,right,NaN,active,yes,NaN
4x8eu2y112ini9hx6b72bh46i,Edward,Berumen,Edward,Berumen,NaN,E. Berumen,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-05-19,NaN,USA,7hr2f89v44y65dyu9k92vprwn,173.0,66.0,NaN,73.0,active,yes,NaN
5awkzgwwh48prwgvxwewuc5hx,Olivier Jonathan,Giroud,Olivier,Giroud,NaN,O. Giroud,France,7gww28djs405rfga69smki84o,NaN,NaN,Attacker,player,1986-09-30,Chambéry,France,7gww28djs405rfga69smki84o,193.0,91.0,left,NaN,active,yes,NaN
5reylt0uyetl6qavkvd8inai,Bajung,Darboe,Bajung,Darboe,NaN,B. Darboe,USA,7hr2f89v44y65dyu9k92vprwn,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-11-07,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,NaN
5xdvsfx9nuars278c5g9grnys,Tomás,Ángel Gutiérrez,Tomás,Ángel,NaN,T. Ángel,Colombia,6kby8rq1p01fg5ds38ckkrcs5,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2003-02-20,Medellín,Colombia,6kby8rq1p01fg5ds38ckkrcs5,174.0,67.0,left,21.0,active,yes,NaN
62qm90k4d9lsuf4l176moad49,Timothy Justin,Tillman,Timothy,Tillman,NaN,T. Tillman,USA,7hr2f89v44y65dyu9k92vprwn,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-01-04,Nürnberg,Germany,36min0qztu8eydwvpv8t1is0m,183.0,74.0,right,11.0,active,yes,NaN
6gm6xblgacwqj5shxup2giy1h,Jesús David,Murillo Largacha,Jesús,Murillo,NaN,J. Murillo,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Defender,player,1994-02-18,Cali,Colombia,6kby8rq1p01fg5ds38ckkrcs5,183.0,72.0,right,3.0,active,yes,NaN
6mm2h3x9hmyea3bu2wt80uo7o,Matthew Dominic,Evans Wolff,Matthew,Evans,NaN,M. Evans,Guatemala,6bw57gk867vfrep8b5e4ykh24,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-05-25,"Simi Valley, California",USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,70.0,active,yes,NaN
77bfpxhy1oo4cz9txm88qlnmd,Kei Ansu,Kamara,Kei,Kamara,NaN,K. Kamara,Sierra Leone,7kilikg56sxc0dsd6168dr57b,NaN,NaN,Attacker,player,1984-09-01,Kenema,Sierra Leone,7kilikg56sxc0dsd6168dr57b,191.0,85.0,right,23.0,active,yes,NaN
82sayfife5cfdk9isox5gg8ut,Ryan Michael,Hollingshead,Ryan,Hollingshead,NaN,R. Hollingshead,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1991-04-16,Granite Bay,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,left,24.0,active,yes,NaN
84gabnykc01v70413vehqyvah,Thomas,Hasal,Thomas,Hasal,NaN,T. Hasal,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Goalkeeper,player,1999-07-09,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,193.0,86.0,NaN,12.0,active,yes,NaN
8b81chchn3min9a8uk8wkipcl,Eddie Livington,Segura Martínez,Eddie,Segura,NaN,E. Segura,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Defender,player,1997-02-02,Pereira,Colombia,6kby8rq1p01fg5ds38ckkrcs5,178.0,70.0,right,4.0,active,yes,NaN
8f5h44hnjdt4rdflu8qqhx5d6,Thomas,Musto,Thomas,Musto,NaN,T. Musto,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2003-11-10,Makawao,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,36.0,active,yes,NaN
8m19c2e0raanzp3dzf7aaf6jt,Abraham Isaí,Romero González,Abraham,Romero,NaN,A. Romero,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-02-18,Pasadena,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,right,22.0,active,yes,NaN
944pzf87cyzjh2n2snwzmuaga,Francisco,Ginella Dabezies,Francisco,Ginella,NaN,F. Ginella,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1999-01-21,Montevideo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,182.0,73.0,right,8.0,active,yes,NaN
9bsl9l00l69qc7odmqzez5xp1,Dénis Athanase,Bouanga,Dénis,Bouanga,NaN,D. Bouanga,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,France,7gww28djs405rfga69smki84o,Attacker,player,1994-11-11,Le Mans,France,7gww28djs405rfga69smki84o,175.0,70.0,left,99.0,active,yes,NaN
bdwbbro06256s61ed42kejvmd,Ilie,Sánchez Farrés,Ilie,Sánchez,NaN,Ilie Sánchez,Spain,49ih1pwv3ahshdf8uzrimi54c,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1990-11-21,Barcelona,Spain,49ih1pwv3ahshdf8uzrimi54c,182.0,79.0,right,6.0,active,yes,NaN
bhs4ewg9udrhs2cqw4617hivp,Sergi,Palencia Hurtado,Sergi,Palencia,NaN,Sergi Palencia,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Defender,player,1996-03-23,Badalona,Spain,49ih1pwv3ahshdf8uzrimi54c,168.0,67.0,right,14.0,active,yes,NaN
cgq6c4c89nrl1nfucnb6x785,Aaron Ray,Long,Aaron,Long,NaN,A. Long,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1992-10-12,Oak Hills,USA,7hr2f89v44y65dyu9k92vprwn,186.0,79.0,right,33.0,active,yes,NaN
cinzr4hnryu433l6z40j5x49h,Mario,González Gutiérrez,Mario,González,NaN,Mario González,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Attacker,player,1996-02-25,Villarcayo de Merindad de Castilla la Vieja,Spain,49ih1pwv3ahshdf8uzrimi54c,183.0,76.0,left,9.0,active,yes,NaN
