id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName
90lh4d8eq5n55cmy5z6u1yjxm,Marcel,Köstenbauer,Marcel,Köstenbauer,Male,M. Köstenbauer,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Goalkeeper,player,2001-08-26,NaN,Austria,hcs1bd49qliqqity6o268jyt,189.0,71.0,right,44.0,active,yes,NaN
99tc618e5nrr4urzx7gnl1iqc,Jakub,Matoušek,NaN,NaN,Male,J. Matoušek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1998-04-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,23.0,active,yes,NaN
9mbk6rrzcuo333lrsky4xsk5w,Ondřej,Novák,NaN,NaN,Male,O. Novák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2004-09-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,24.0,active,yes,NaN
9qc1v1k3k93san5rjcmu6x1p1,František,Straka,Frantisek,Straka,Male,F. Straka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,coach,1958-05-28,České Budějovice,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
b0go0p4qfvg98mpvtimqtnvv8,Thomas Johann,Jungbauer Genao,Thomas,Jungbauer,Male,T. Jungbauer,Dominican Republic,za9wn9847gulllfsey917tmk,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,2005-07-30,Jarabacoa,Dominican Republic,za9wn9847gulllfsey917tmk,188.0,75.0,right,NaN,active,yes,NaN
bblvb6bs6d38x1hfqtg7jmrpx,Zdeněk,Ondrášek,Zdenek,Ondrásek,Male,Z. Ondrášek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1988-12-22,Strakonice,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,79.0,right,13.0,active,yes,NaN
bshc6qzb7jrguhymps7z15qi2,Pavel,Osmančík,Pavel,Osmancik,Male,P. Osmančík,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2000-02-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,12.0,active,yes,NaN
bz8pf1hwgtjtavfw5c3a3io7o,Matouš,Nikl,Matous,Nikl,Male,M. Nikl,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2002-02-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,25.0,active,yes,NaN
cza53n76k7d4eqjs402dg73oq,Nicolas,Keckeisen,Nicolas,Keckeisen,Male,N. Keckeisen,Germany,36min0qztu8eydwvpv8t1is0m,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2001-08-13,Ravensburg,Germany,36min0qztu8eydwvpv8t1is0m,190.0,NaN,right,4.0,active,yes,NaN
d4ilknum0vvixnqv85xgb1tec,Samuel,Šigut,NaN,NaN,Male,S. Šigut,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2002-10-31,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,7.0,active,yes,NaN
dbo8v1ism59ggv5vcp5g9d2c4,Jakob,Tranziska,Jakob,Tranziska,Male,J. Tranziska,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Attacker,player,2001-06-25,Coburg,Germany,36min0qztu8eydwvpv8t1is0m,190.0,NaN,right,21.0,active,yes,NaN
dc0iyyki2mdicsgng68l1qf9x,Lukáš,Havel,NaN,NaN,Male,L. Havel,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1996-06-06,České Budějovice,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,75.0,NaN,NaN,active,no,NaN
de1c0vlcngln6tiufzcuge1as,Colin,Andrew,NaN,NaN,Male,C. Andrew,Czechia,5md5tpwr2nmqao528prx43jr7,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Goalkeeper,player,2004-08-14,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,29.0,active,yes,NaN
e5mgwfrb4zl86a9s51p2g0l0q,Martin,Janáček,Martin,Janacek,Male,M. Janáček,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2000-09-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,30.0,active,yes,NaN
ea6o6tc0xnj9mo0aq3pixlbf8,Jan,Brabec,NaN,NaN,Male,J. Brabec,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2003-02-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
eb27ggkcu3skxo9wsy5r7r21g,Petr,Zíka,Petr,Zíka,Male,P. Zíka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2006-07-01,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,19.0,active,yes,NaN
eh6qgbtf67a4js542hq5rnnbp,Vilém,Fendrich,Vilém,Fendrich,Male,V. Fendrich,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1991-01-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,193.0,90.0,NaN,1.0,active,yes,NaN
eu0ya8mxk4mmphvnqgmveghec,Marvis,Amadin Ogiomade,NaN,NaN,Male,M. Ogiomade,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2000-10-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,18.0,active,yes,NaN
eyqjeoyly2xxygab1mwyxupcl,Jiří,Lerch,NaN,NaN,Male,J. Lerch,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,coach,1971-10-17,České Budějovice,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,no,NaN
f2at3vb7a0duvxqon63v0prrp,Juraj,Kotula,Juraj,Kotula,Male,J. Kotula,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Defender,player,1995-09-30,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,80.0,both,28.0,active,yes,NaN
m22qw84p5zj2rlcxc7v8dfpx,Michal,Hubínek,Michal,Hubínek,Male,M. Hubínek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1994-11-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,81.0,left,20.0,active,yes,NaN
12gphujixtxxqdb6qewtny7dh,Lukáš,Juliš,Lukás,Julis,Male,L. Juliš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1994-12-02,Chrudim,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,86.0,right,39.0,active,yes,NaN
18b0j9f7f6wm1a7r90e960i6s,Jakub,Elbel,NaN,NaN,Male,J. Elbel,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2000-07-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,4.0,active,yes,NaN
2shrxnkgrdxuro6l0edhism39,Jan,Kliment,Jan,Kliment,Male,J. Kliment,Czechia,5md5tpwr2nmqao528prx43jr7,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1993-09-01,Jihlava,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,73.0,right,9.0,active,yes,NaN
3u9y0ex46ajtz77gcos7kl0k4,Jan,Koutný,NaN,NaN,Male,J. Koutný,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2004-10-14,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,91.0,active,yes,NaN
469t34p8sqy2tgturoh4p266t,Juraj,Chvátal,Juraj,Chvátal,Male,J. Chvátal,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Defender,player,1996-07-13,Malacky,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,74.0,right,20.0,active,yes,NaN
4tot50x0p27me7mibv9brspas,Tadeáš,Stoppen,Tadeás,Stoppen,Male,T. Stoppen,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2003-12-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,29.0,active,yes,NaN
58gt3dybri38935kmgdlfxzh1,Martin,Pospíšil,Martin,Pospísil,Male,M. Pospíšil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1991-06-26,Bělkovice-Lašťany,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,73.0,right,26.0,active,yes,NaN
5hdvjgdg36yyjyr4wag8u0kb9,Vít,Beneš,Vit,Benes,Male,V. Beneš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1988-08-12,Ústí nad Labem,Czechia,5md5tpwr2nmqao528prx43jr7,193.0,86.0,NaN,32.0,active,yes,NaN
5ioykn5eaz0k05yczz2ce1uy1,Antonín,Růsek,Antonín,Rusek,Male,A. Růsek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1999-03-22,Znojmo,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,82.0,NaN,14.0,active,yes,NaN
5rf0vynlv8g7c456sdzkprzdh,Michal,Leibl,NaN,NaN,Male,M. Leibl,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1992-06-07,Osek,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,79.0,NaN,28.0,active,yes,NaN
6x8d55kfmrd1fys0ekt6bpa3u,Štěpán,Langer,Stepán,Langer,Male,Š. Langer,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2000-08-16,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,37.0,active,yes,NaN
6ygn74c36ruuaxzdeohncohec,Matěj,Mikulenka,NaN,NaN,Male,M. Mikulenka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2004-02-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,25.0,active,yes,NaN
7ltowf6s0b7rvhr5eo4fp9tgq,Ola,Dele Israel,Ola,Dele,Male,O. Dele,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,2001-10-27,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,17.0,active,yes,NaN
7x95a8yku28nl7fnm6z04yok5,Ladislav,Onofrej,NaN,NaN,Male,L. Onofrej,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,assistant coach,1977-09-20,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,68.0,NaN,NaN,active,yes,NaN
88zlgst2hpsk88eyu3pv654a,Matěj,Hadaš,Matej,Hadas,Male,M. Hadaš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2003-11-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,34.0,active,yes,NaN
999jo9qnh2jpnioxsr6kztf4l,Jakub,Pokorný,Jakub,Pokorny,Male,J. Pokorný,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1996-09-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,87.0,NaN,38.0,active,yes,NaN
9dp1jno9xjyc8kiotow43d9lh,Lukáš,Vraštil,Lukás,Vrastil,Male,L. Vraštil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1994-03-10,Jilemnice,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,77.0,NaN,19.0,active,yes,NaN
9nmi2lsge88iifnh1jxwuggd1,Radim,Breite,Radim,Breite,Male,R. Breite,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1989-08-10,Krupka,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,72.0,NaN,7.0,active,yes,NaN
9o9sv7ge7zsd16iq7mzf9xmfp,Tomáš,Janotka,Tomas,Janotka,Male,T. Janotka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,coach,1982-03-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,70.0,NaN,NaN,active,yes,NaN
9rrjmlkhth3aksvbqaiegr0t1,Tomáš,Digaňa,Tomás,Digana,Male,T. Digaňa,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Goalkeeper,player,1997-05-14,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,1.0,active,yes,NaN
9s32xwdimkko7g1sp6i499wb9,Matúš,Macík,Matús,Macík,Male,M. Macík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Goalkeeper,player,1993-05-19,Liptovský Mikuláš,Slovakia,7dybe8679n9bgyrcxi383pq3y,198.0,90.0,NaN,33.0,active,yes,NaN
a8ecnu3j5kjs73odj8hbe9coa,Jiří,Spáčil,Jirí,Spácil,Male,J. Spáčil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1999-02-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,71.0,NaN,8.0,active,yes,NaN
azq0fxpat9def2uyptmznmk4q,František,Matys,Frantisek,Matys,Male,F. Matys,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2002-08-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,22.0,active,yes,NaN
bgjsocfbqa7vget1jf1n6o8dm,Jiří,Sláma,Jirí,Sláma,Male,J. Sláma,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1999-01-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,71.0,NaN,13.0,active,yes,NaN
bj7wa7p08hledgc7c1qux9q8k,Jan,Fiala,Jan,Fiala,Male,J. Fiala,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2001-05-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,198.0,90.0,NaN,18.0,active,yes,NaN
bqy1z1xzk1io11we0v5tjior9,Filip,Zorvan,Filip,Zorvan,Male,F. Zorvan,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1996-04-07,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,172.0,70.0,right,10.0,active,yes,NaN
cmvv6i9wji2zwi1s9ybl8st1,Jan,Navrátil,Jan,Navrátil,Male,J. Navrátil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1990-04-13,Troubky,Czechia,5md5tpwr2nmqao528prx43jr7,170.0,65.0,NaN,30.0,active,yes,NaN
cynali5a0dcr322u8qw4skxgq,Vojtěch,Křišťál,NaN,NaN,Male,V. Křišťál,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1999-07-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,74.0,NaN,24.0,active,yes,NaN
dj73g1jbbkifa6k21hm6p65ii,Yunusa Owolabi,Muritala,Yunusa,Muritala,Male,Y. Muritala,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2000-04-02,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,189.0,83.0,NaN,11.0,active,yes,NaN
dpxm073kfzuc64sx4m2m36z56,Jáchym,Šíp,Jáchym,Síp,Male,J. Šíp,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2003-01-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,176.0,80.0,NaN,6.0,active,yes,NaN
e0w4o28dpj464agphhygxpu6s,Mikeš,Cahel,NaN,NaN,Male,M. Cahel,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2004-05-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,85.0,left,43.0,active,yes,NaN
e14hkxkrppmud7nook8uw73dh,Ladislav,Minář,Ladislav,Minar,Male,L. Minář,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,assistant coach,1969-06-18,Rymice,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
efv4t5no5s11itxknnyavjnro,Filip,Slavíček,Filip,Slavicek,Male,F. Slavíček,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2002-09-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,76.0,right,16.0,active,yes,NaN
etm92aq0wzhetxyxr5ck2knis,Adam,Dohnálek,NaN,NaN,Male,A. Dohnálek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2004-07-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,3.0,active,yes,NaN
h1f4xkikagah407j72midbmc,Denis,Kramář,Denis,Kramár,Male,D. Kramář,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2003-08-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
k6chkubuhakl5f0g337mtxt6,Filip,Uriča,Filip,Urica,Male,F. Uriča,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2003-09-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,71.0,both,NaN,active,yes,NaN
rgehjeker9ly9a4lktjca221,Jan,Vodháněl,Jan,Vodhánel,Male,J. Vodháněl,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1997-04-25,Mlada Boleslav,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,71.0,left,77.0,active,yes,NaN
18ibccymsaxom7wdnfz0tevx0,El Hadji Malick,Diouf,El Hadji,Diouf,Male,E. Diouf,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Defender,player,2004-12-28,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,left,12.0,active,yes,NaN
1g0hx1y7bkrsbf4t9fag0xmy2,Aiham Hanz,Ousou,Aiham Hanz,Ousou,Male,Aiham Ousou,Syria,3tsnzfkszhsktmhsmwar1tvp8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2000-01-09,Mölndal,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,86.0,right,NaN,active,no,Aiham Ousou
1p3s256thlek90c23aptqtcyd,Ondřej,Kolář,Ondrej,Kolár,Male,O. Kolář,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1994-10-17,Liberec,Czechia,5md5tpwr2nmqao528prx43jr7,193.0,81.0,right,1.0,active,yes,NaN
1zrqqif7sapaypdyrau1mauei,Tomáš,Vlček,Tomás,Vlcek,Male,T. Vlček,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2001-02-28,Kladno,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,73.0,right,27.0,active,yes,NaN
2i0rftuxy21pk2tmjuknz2wyy,Conrad,Wallem,Conrad,Wallem,Male,C. Wallem,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Midfielder,player,2000-06-09,Tønsberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,73.0,right,6.0,active,yes,NaN
2ijin6mf3w7hbzuju1jpmoq8l,Lukáš,Masopust,Lukás,Masopust,Male,L. Masopust,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1993-02-12,Božejov,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,76.0,right,8.0,active,yes,NaN
41zdjk7mje36kpr8v2lndp2lm,Filip,Prebsl,Filip,Prebsl,Male,F. Prebsl,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2003-03-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,28.0,active,yes,NaN
428kqbonea29aiv0drqpqh2hh,Václav,Jurečka,Václav,Jurecka,Male,V. Jurečka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1994-06-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,76.0,right,15.0,active,yes,NaN
46qb4onowewc5f2euc159lz6y,Lukáš,Vorlický,Lukas,Vorlicky,Male,L. Vorlický,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2002-01-18,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,NaN,right,22.0,active,yes,NaN
4l09nrr75hpk80bq7himhav2t,Jindřich,Staněk,Jindrich,Stanek,Male,J. Staněk,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1996-04-27,Strakonice,Czechia,5md5tpwr2nmqao528prx43jr7,192.0,84.0,right,36.0,active,yes,NaN
4mpaydsy85orfjp4huen0ahd6,Ondřej,Zmrzlý,Ondrej,Zmrzly,Male,O. Zmrzlý,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1999-04-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,73.0,NaN,33.0,active,yes,NaN
5lwvt18g3d2qpuce2nqul4cet,Lukáš,Provod,Lukás,Provod,Male,L. Provod,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1996-10-23,Plzeň,Czechia,5md5tpwr2nmqao528prx43jr7,191.0,85.0,left,17.0,active,yes,NaN
5qc2hwkixcdpfbq6qmfpxvey2,Antonín,Kinský,Antonín,Kinsky,Male,A. Kinský,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2003-03-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,31.0,active,yes,NaN
5qmcavsj5qtswsjc2djmxn5sk,Mikuláš,Konečný,Mikulás,Konecny,Male,M. Konečný,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2006-06-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,39.0,active,yes,NaN
5sb5t3jwxztgdraprw4s0sx04,Zdenek,Houstecky,Zdenek,Houstecky,Male,Z. Houstecky,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,assistant coach,1971-11-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
7d2ayqm5jr5sveyl1zx9aiaqd,Jindřich,Trpišovský,Jindrich,Trpisovsky,Male,J. Trpišovský,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,coach,1976-02-27,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,active,yes,NaN
7dwzeq0xhhw0j6hfx3vgahmhg,Daniel,Fila,Daniel,Fila,Male,D. Fila,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2002-08-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,11.0,active,yes,NaN
7oz324ar8tp6nkd934y096q22,David,Zima,David,Zima,Male,D. Zima,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2000-11-08,Olomouc,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,80.0,right,4.0,active,yes,NaN
7sd63qe11q4dn0m4ldzirtf4l,Petr,Ševčík,Petr,Sevcík,Male,P. Ševčík,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1994-05-04,Jeseník,Czechia,5md5tpwr2nmqao528prx43jr7,172.0,66.0,right,23.0,active,yes,NaN
897kbab7cx7bnhxhaghpy3f11,Tomáš,Holeš,Tomás,Holes,Male,T. Holeš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1993-03-31,Nové Město na Moravě,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,73.0,right,3.0,active,yes,NaN
8aafj44ljp6uds7sy7v8o9j3d,Michal,Tomič,Michal,Tomic,Male,M. Tomič,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Defender,player,1999-03-30,Myjava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,73.0,right,29.0,active,no,NaN
8ztjk6yu7qfb0aabjebf4513p,Jan,Bořil,Jan,Boril,Male,J. Bořil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1991-01-11,Nymburk,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,69.0,right,18.0,active,yes,NaN
9vdhoij110u7e94lh8uflo5w5,Tomáš,Chorý,Tomás,Chory,Male,T. Chorý,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1995-01-26,Olomouc,Czechia,5md5tpwr2nmqao528prx43jr7,199.0,102.0,right,25.0,active,yes,NaN
a378ouijumnal07reez20mdat,Aleš,Mandous,Ales,Mandous,Male,A. Mandous,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1992-04-21,Nekmir,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,85.0,NaN,24.0,active,yes,NaN
b0qvtgy82m0or7vw2brgmpsyd,Ivan,Schranz,Ivan,Schranz,Male,I. Schranz,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Attacker,player,1993-09-13,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,75.0,right,26.0,active,yes,NaN
b4f8pmtviez4wnlzplzql4vmc,Filip,Slavata,Filip,Slavata,Male,F. Slavata,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2004-08-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,NaN,NaN,NaN,active,yes,NaN
bqdvz9kytf1u5iuv6m70k8i96,David,Douděra,David,Doudera,Male,D. Douděra,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1998-05-31,Brandýs nad Labem-Stará Boleslav,Czechia,5md5tpwr2nmqao528prx43jr7,175.0,66.0,right,21.0,active,yes,NaN
cag46lcr9rbj6593ftfegc0lw,Dominik,Pech,Dominik,Pech,Male,D. Pech,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2006-09-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,37.0,active,yes,Dominik Pech
cx3hbvqw7lw1j4r5k33l63dre,Christos,Zafeiris,Christos,Zafeiris,Male,C. Zafeiris,Greece,6lpgd60z890no2v46zdecrcss,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2003-02-23,Athens,Greece,6lpgd60z890no2v46zdecrcss,172.0,NaN,NaN,10.0,active,yes,NaN
cxnlzyy9fxaca1u53y4soqk89,Mojmír,Chytil,Mojmír,Chytil,Male,M. Chytil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1999-04-29,Skalka,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,82.0,right,13.0,active,yes,NaN
