id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,weight,endDate,knownName
9g834yhraytmjoxb15098ey95,Mihai-Alexandru,Dobre,Alex,Dobre,Male,A. Dobre,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1998-08-30,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,right,29.0,2024-10-07Z,active,yes,71.0,NaN,NaN
9kdoy69kqzaof5cqy4mhabfft,Mihai Marian,Aioani,Marian,Aioani,Male,M. Aioani,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1999-11-07,Buftea,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,NaN,16.0,2024-01-23Z,active,yes,NaN,NaN,NaN
9myom09gva29cafis8whnaf4k,Rareș Mihai,Pop,Rares,Pop,Male,R. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-06-14,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,right,55.0,2024-06-18Z,active,yes,60.0,NaN,NaN
9qjab831lceuzrrfn5rr2xzop,Alexandru Ștefan,Pașcanu,Alexandru,Pascanu,Male,A. Pașcanu,Romania,17oj2qrzqlkhdjvazum10sx2i,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1998-09-28,Bârlad,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,left,5.0,2024-07-29Z,active,yes,NaN,NaN,NaN
9u4923q5x9ob5srpmta1yp3x0,George Adrian,Briciu,Adrian,Briciu,Male,A. Briciu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2007-08-17,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,NaN,31.0,2024-05-18Z,active,yes,78.0,NaN,NaN
barohoclq9lb1n7cam7turemt,Constantin,Gâlcă,Constantin,Gâlca,Male,C. Gâlcă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1972-03-08,București,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,NaN,NaN,2025-06-03Z,active,yes,73.0,NaN,NaN
bgmcdjuiyp13eahkgtjcylfys,Andrei Petru Cristian,Șucu,Andrei,Sucu,Male,A. Șucu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2008-12-26,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2025-05-23Z,active,yes,NaN,NaN,NaN
bl6uq3fvylco5rnk4g6510sno,Sebastian Andrei,Borza,Andrei,Borza,Male,A. Borza,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2005-11-12,Năvodari,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,24.0,2023-08-15Z,active,yes,NaN,NaN,NaN
bms2vjgaqhdtv37kh70k02zmx,Abdul Kader,Keïta,Kader,Keita,Male,K. Keïta,Côte d'Ivoire,tin6kf561ywonqan0mettr98,France,7gww28djs405rfga69smki84o,Midfielder,player,2000-11-06,NaN,France,7gww28djs405rfga69smki84o,177.0,right,18.0,2025-07-02Z,active,yes,NaN,NaN,NaN
c32epjjw51is885hzqy4zhnv8,David Christian,Todoran,David,Todoran,Male,D. Todoran,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Unknown,player,NaN,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN
crsp1hj87a2r0n3frhu5ec4yc,Gabriel,Gheorghe,Gabriel,Gheorghe,Male,G. Gheorghe,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2006-10-12,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,98.0,2025-07-01Z,active,yes,NaN,NaN,NaN
d13v9om3o119sed3bqfrj04k4,Robert Gabriel,Bădescu,Robert,Badescu,Male,R. Bădescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2005-04-02,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,3.0,2025-01-01Z,active,yes,NaN,NaN,NaN
di5ey0feklscfgpfzx9r2pus4,George Bogdan,Ungureanu,Bogdan,Ungureanu,Male,B. Ungureanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2007-04-01,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,no,NaN,2025-07-16Z,NaN
e3xu4c2u68daw3mx0xkrij6l0,Sebastian George Marian,Banu,Sebastian,Banu,Male,S. Banu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2008-01-10,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,52.0,2025-05-23Z,active,yes,NaN,NaN,NaN
f42zx27g12639de74gse14p2h,Cristian,Petre,Cristian,Petre,Male,C. Petre,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1967-11-15,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-08-20Z,active,yes,NaN,NaN,NaN
f4mw2u92474zjsk6wvkrmd9be,Constantin,Grameni,Constantin,Grameni,Male,C. Grameni,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2002-10-23,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,left,8.0,2024-09-15Z,active,yes,72.0,NaN,NaN
f4x837wbix4d1g1pk9m7xurys,Omar Sayed Mohamed,Mahmoud El Sawy,Omar,El Sawy,Male,O. El Sawy,Romania,17oj2qrzqlkhdjvazum10sx2i,Egypt,42vt7mha0thcwd0ihw3p29x5i,Midfielder,player,2004-03-16,Târgu Mureș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,7.0,2025-07-01Z,active,no,NaN,2025-09-08Z,NaN
19q1uvr4g7l9gx75enc7ntu5l,Jekob Abiezer,Malacki Jeno,Jekob,Jeno,Male,J. Jeno,New Caledonia,30zt6ojzg2fiyslvzs4r1sj5c,France,7gww28djs405rfga69smki84o,Midfielder,player,2000-06-22,Nouméa,New Caledonia,30zt6ojzg2fiyslvzs4r1sj5c,183.0,right,15.0,2025-08-28Z,active,no,75.0,2026-01-03Z,NaN
1lndkkiboh743i71r98zyprdh,Cristian Marian,Bărbuț,Cristian,Barbut,Male,C. Bărbuț,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1995-04-22,Timişoara,Romania,17oj2qrzqlkhdjvazum10sx2i,166.0,both,23.0,2024-07-10Z,active,yes,60.0,NaN,NaN
1nhb2sv4m3s1yyl1h9ruwh9ii,Andrei Fernando,Dragu,Andrei,Dragu,Male,A. Dragu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1999-10-07,Târgu Jiu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,11.0,2025-06-17Z,active,yes,NaN,NaN,NaN
1xwfjvbqgn3gnhzyfhhu7dzo5,Andrei,Prepeliță,Andrei,Prepelita,Male,A. Prepeliță,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1985-12-08,Slatina,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,both,NaN,2025-06-07Z,active,yes,76.0,NaN,NaN
2507waplmfbxlptk8bcsws3u2,Radu Alexandru,Negru,Radu,Negru,Male,R. Negru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1999-04-17,Craiova,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2025-06-17Z,active,no,NaN,2026-01-10Z,NaN
26ggay1nkfadutyil2iqdwr2s,Alex,Bădescu,NaN,NaN,Male,A. Bădescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2007-12-02,Bucharest,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-08-01Z,active,yes,NaN,NaN,NaN
2axtgjc24qlxxsasr07cq4mqc,Cristian Ștefan,Ciupercă,Cristian,Ciuperca,Male,C. Ciupercă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2005-05-12,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,1.0,2025-07-01Z,active,yes,NaN,NaN,NaN
2edx7tmmgbo1jrt0npojidk2d,Florinel Valentin,Ibrian,Florinel,Ibrian,Male,F. Ibrian,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1993-09-14,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,NaN,21.0,2017-09-04Z,active,yes,72.0,NaN,NaN
48qe8qthi48rk6dv1cn8vm2ok,Costi Tudorel,Nae,NaN,NaN,Male,C. Nae,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2007-10-10,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-08-26Z,active,yes,NaN,NaN,NaN
4dalhq4z55w9y4x6jua35k76y,Daniel Marius,Şerbănică,Daniel,Serbanica,Male,D. Şerbănică,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1996-06-25,Pitești,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,29.0,2024-06-18Z,active,yes,NaN,NaN,NaN
4zpfiouzqk8sdos2celmcv8ix,Ionuț Cristian,Gurău,Ionut,Gurau,Male,I. Gurău,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1999-03-27,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,27.0,2025-06-17Z,active,no,NaN,2026-01-10Z,NaN
5bpzd3re0sg4jt662blciunkl,Cristian Alexandru,Albu,Alexandru,Albu,Male,A. Albu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1993-08-17,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,left,NaN,2025-12-29Z,active,yes,70.0,NaN,NaN
5ly2ru393bwnqx9nbs1uzvalm,Dimitrie Robert,Popa,Robert,Popa,Male,R. Popa,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2003-03-05,Râmnicu Vâlcea,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,NaN,12.0,2025-09-03Z,active,yes,NaN,NaN,NaN
5opk1k2xm439iyjp3oghextlg,Christ,Nkama Afalna,Christ,Afalna,Male,C. Afalna,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,Attacker,player,1998-07-12,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,98.0,2022-07-01Z,active,no,NaN,2026-01-13Z,NaN
5pvq2e7h10uu6pyjjqh3pdbl5,Renato,Espinosa Torres,Renato,Espinosa,Male,R. Espinosa,Peru,2uib9hdovpcye4re2l3omr4dl,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1998-07-06,Lima,Peru,2uib9hdovpcye4re2l3omr4dl,181.0,right,26.0,2025-08-28Z,active,yes,70.0,NaN,NaN
5z6scumxoa4ukhuh7qyd54voq,Alexandru Ionuț,Dinu,Alexandru,Dinu,Male,A. Dinu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1998-04-08,Caracal,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,4.0,2022-07-01Z,active,yes,NaN,NaN,NaN
6lyx0ollp321jv4bsa210pzx0,Patrick Adrian,Dulcea,Patrick,Dulcea,Male,P. Dulcea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-02-10,Satu Mare,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,right,18.0,2025-07-04Z,active,yes,NaN,2026-06-30Z,NaN
6tb7e4cjzd8dk8bkroi09t756,Valon,Hamdiu,Valon,Hamdiu,Male,V. Hamdiu,Kosovo,86u6edbqifdjsn49mbp2anw7p,Switzerland,3bh70jgvc5mn58x0byjkuda17,Midfielder,player,1998-06-10,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,187.0,right,5.0,2025-07-01Z,active,yes,84.0,NaN,NaN
6w6ivye4rtw9kky9p6or1nu1h,Constantin Adrian,Toma,Constantin,Toma,Male,C. Toma,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1987-03-23,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,left,10.0,2015-07-01Z,active,yes,NaN,NaN,NaN
6w7g44dnbmvngpzi3hztnr3mc,Rafael,Gomes Garutti,Rafael,Gomes Garutti,Male,Rafael Garutti,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1998-11-25,Marília,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,17.0,2025-06-24Z,active,yes,NaN,NaN,Rafael Garutti
6xr9ammgpc47o6ttjvexky162,Enache,Costea,Enache,Costea,Male,E. Costea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1983-09-10,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-06-08Z,active,yes,NaN,NaN,NaN
7a1kv5utk8dpuo9wgj59gxfjd,Oleksandr,Safronov,Oleksandr,Safronov,Male,O. Safronov,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Defender,player,1999-06-11,Zaporizhzhia,Ukraine,315w6fk6umfzf4qvba3t55u61,187.0,right,3.0,2025-07-31Z,active,yes,67.0,NaN,NaN
87s0r74sas654fpl5r7tz9xw,Raul George,Iancu,Raul,Iancu,Male,R. Iancu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2005-03-20,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,14.0,2023-07-01Z,active,yes,NaN,NaN,NaN
8cfmw4e35om3402l5tjhdlm8l,Eduard Marian,Florescu,Eduard,Florescu,Male,E. Florescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1997-06-27,Piteşti,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,left,7.0,2025-07-01Z,active,no,NaN,2025-12-22Z,NaN
8czzirtqwsgyg3cm2eg70t79w,Laurențiu Constantin,Vlăsceanu,Laurentiu,Vlasceanu,Male,L. Vlăsceanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2005-05-29,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2026-01-13Z,active,yes,NaN,2026-06-30Z,NaN
8d6fvzmgj7ju59voq0yc86n3e,Jayson Jordan Julien Romain,Papeau,Jayson,Papeau,Male,J. Papeau,France,7gww28djs405rfga69smki84o,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Midfielder,player,1996-06-30,Melun,France,7gww28djs405rfga69smki84o,179.0,right,77.0,2025-10-17Z,active,yes,NaN,NaN,NaN
8k30urkv95hzgtxp1xjvgygnp,Marius Paul,Antoche,Paul,Antoche,Male,P. Antoche,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1992-06-21,Broşteni,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,right,6.0,2024-06-18Z,active,yes,68.0,NaN,NaN
8m3mhefxrg8ao4ksqdj8z5m5m,Teodor,Lungu,Teodor,Lungu,Male,T. Lungu,Moldova,389mdnq78a55g2gr040a3mmtj,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1995-06-12,Ialoveni,Moldova,389mdnq78a55g2gr040a3mmtj,NaN,NaN,NaN,2026-01-01Z,active,yes,NaN,NaN,NaN
8urnyod2272yzm86xxuvp5pn8,Silviu‑Andrei,Tănase,NaN,NaN,Male,S. Tănase,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Unknown,player,2008-09-17,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-08-26Z,active,yes,NaN,NaN,NaN
8xzvfq0kds07yvvoskwvbwgyd,Ronaldo Octavian Andrei,Deaconu,Ronaldo,Deaconu,Male,R. Deaconu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1997-05-13,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,left,13.0,2025-06-17Z,active,yes,73.0,NaN,NaN
9oe8hkf073webbx9ovc7xcep6,Ionuţ Viorel,Coadă,Ionut,Coada,Male,I. Coadă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1997-05-07,Drobeta Turnu Severin,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,8.0,2021-06-16Z,active,yes,NaN,NaN,NaN
ah3ok27jqwi5ycykstxi6374l,Denis,Rusu,Denis,Rusu,Male,D. Rusu,Moldova,389mdnq78a55g2gr040a3mmtj,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1990-08-02,Chişinău,Moldova,389mdnq78a55g2gr040a3mmtj,182.0,NaN,NaN,2023-06-24Z,active,yes,76.0,NaN,NaN
as2n09r7s7r9sixtteoei295h,Ion,Vlădoiu,Ion,Vladoiu,Male,I. Vlădoiu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1968-11-05,Călinești,Romania,17oj2qrzqlkhdjvazum10sx2i,170.0,NaN,NaN,2025-06-17Z,active,yes,72.0,NaN,NaN
az0k3c5uu9fi38mi03a0nl591,Florin Flavius,Purece,Florin,Purece,Male,F. Purece,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1991-11-06,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,left,30.0,2024-01-15Z,active,no,75.0,2025-12-31Z,NaN
b95aye5e2ftmom15zlm2d85w5,Adnan,Aganović,Adnan,Aganovic,Male,A. Aganović,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Midfielder,player,1987-10-03,Dubrovnik,Croatia,37hlakrwxyuzovaeoo4sezusp,181.0,right,77.0,2024-07-06Z,active,no,77.0,2025-08-28Z,NaN
bdoz65tezzn4p7we3r5usasfe,Vlad Marian,Pop,Vlad,Pop,Male,V. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-08-31,Târgu Mureș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,24.0,2025-07-01Z,active,yes,NaN,NaN,NaN
c9gbg3ny8ef4pumbgvsktk5at,Said Ahmed,Said,Said Ahmed,Said,Male,S. Said,Italy,25f2cmb2r8mk5rj92tzer6kvv,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1993-04-20,Kumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,181.0,left,9.0,2025-07-01Z,active,yes,88.0,NaN,NaN
chr9u89b1ebeq0s01111ctvro,Raul Codruț,Rotund,Raul,Rotund,Male,R. Rotund,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-05-17,Cluj Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,right,19.0,2025-07-11Z,active,no,NaN,2026-01-13Z,NaN
d82u0u8y24ica6dkmuetstiei,Mihăiţă,Lemnaru,Mihaita,Lemnaru,Male,M. Lemnaru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2000-07-14,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,22.0,2023-07-01Z,active,yes,NaN,NaN,NaN
dqc1eqmwe00wturh39maiwwes,Andrei Cristian,Dorobanțu,Andrei Cristian,Dorobantu,Male,A. Dorobanțu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2004-08-29,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,2.0,2021-07-01Z,active,yes,NaN,NaN,NaN
f3ldi3r124497yfu3uppctpg4,Marius,Lupu,Marius,Lupu,Male,M. Lupu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1999-09-01,Vadu Moților,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,16.0,2025-01-14Z,active,no,NaN,2025-08-09Z,NaN
q39apjpgpe7grpaswighypec,Viorel Ionuț,Gîrbăcea,Viorel,Gîrbacea,Male,V. Gîrbăcea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2006-03-18,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,no,NaN,2025-08-08Z,NaN
sux0duvp5ubxbqa7cnumefx0,Patrik-Iulian,Gradinaru,NaN,NaN,Male,P. Gradinaru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Unknown,player,2007-07-30,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-08-26Z,active,yes,NaN,NaN,NaN
11a68t8lxsn0x85ocnepniwyy,Jovo,Lukić,Jovo,Lukic,Male,J. Lukić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Attacker,player,1998-11-28,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,17.0,2025-06-17Z,active,yes,NaN,NaN,NaN
18endjtdloeh4vge1w9yd8yc5,Elio,Capradossi,Elio,Capradossi,Male,E. Capradossi,Uganda,1j6yonplolalz6goyopv7xd1k,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1996-03-11,Kampala,Uganda,1j6yonplolalz6goyopv7xd1k,181.0,both,23.0,2025-07-01Z,active,yes,78.0,NaN,NaN
1ou4rkrgq4dwf334oa8p1l91w,Tobias,Horn,Tobias,Horn,Male,T. Horn,Germany,36min0qztu8eydwvpv8t1is0m,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2004-09-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,182.0,both,NaN,2025-08-22Z,active,no,NaN,2025-09-08Z,NaN
1wm0cwdynwo3y5m5kp2y1xv4l,Adel,Bettaieb,Adel,Bettaieb,Male,A. Bettaieb,Tunisia,2um1icx6ftp1auliaxyw0ou6y,France,7gww28djs405rfga69smki84o,Attacker,player,1997-01-28,Villiers-le-Bel,France,7gww28djs405rfga69smki84o,184.0,right,90.0,2024-06-21Z,active,no,NaN,2025-07-13Z,NaN
3mnq8cdazrop2q5gzdj14v5lg,Andrei Cosmin,Gheorghiță,Andrei,Gheorghita,Male,A. Gheorghiță,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2002-07-16,București,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,right,77.0,2025-08-14Z,active,yes,NaN,NaN,NaN
3xjw8mfh6acvfal7r9ajazqc4,Matei Leonard,Moraru,Matei,Moraru,Male,M. Moraru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-07-31,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,31.0,2025-07-01Z,active,yes,NaN,NaN,NaN
56bsesp7qter2xdjo8knrdy39,Mamadou Khady,Thiam,Mamadou,Thiam,Male,M. Thiam,Senegal,6hhqyhr5cwq2pfprlazyposyk,France,7gww28djs405rfga69smki84o,Attacker,player,1995-03-20,Aubervilliers,France,7gww28djs405rfga69smki84o,180.0,right,93.0,2024-06-18Z,active,no,85.0,2025-08-20Z,NaN
5moxxj16czqfkrkruk9dlkm50,Andrei,Coubiș,Andrei,Coubis,Male,A. Coubiș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2003-09-29,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,189.0,right,NaN,2026-01-13Z,active,yes,NaN,2026-06-30Z,NaN
5ni24gly2i0q1jfsbg1j9qiok,Alex,Orban,Alex,Orban,Male,A. Orban,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2008-10-14,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,80.0,2025-09-19Z,active,yes,NaN,NaN,NaN
65ywrso5l5j1r5utek3eqv9xw,Raji,Ayomide,Raji,Ayomide,Male,R. Ayomide,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,2006-02-07,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,2025-10-22Z,active,no,NaN,2025-12-31Z,NaN
6jkvlv555elh6iz9opb67huqd,Răzvan Constantin,Oaidă,Razvan,Oaida,Male,R. Oaidă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1998-03-02,Petroșani,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,right,4.0,2024-09-19Z,active,yes,70.0,NaN,NaN
6oq3iylq81ndspvubgbpl17o4,Alin Marian,Chinteș,Alin,Chintes,Male,A. Chinteș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2006-02-07,Bistrița,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,2.0,2025-07-01Z,active,yes,NaN,NaN,NaN
6wj1a1sj4icbn49wqil2d3eg9,Andrej,Fábry,Andrej,Fábry,Male,A. Fábry,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Midfielder,player,1997-03-01,Topoľčany,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,NaN,13.0,2025-02-10Z,active,yes,68.0,NaN,NaN
6ywt9wenyv68t02vn9pp4dexh,Dan Nicolae,Nistor,Dan,Nistor,Male,D. Nistor,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1988-05-06,Rucăr,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,right,10.0,2023-02-13Z,active,yes,72.0,NaN,NaN
77zcwzhcl2e2sdktnuiud5fx1,Alin Dorinel,Toșca,Alin,Tosça,Male,A. Toșca,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1992-03-14,Alexandria,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,left,14.0,2025-07-01Z,active,yes,78.0,NaN,NaN
7d0i58g4ee6fd68ze419jg0l,Ioan Ovidiu,Sabău,Ioan,Sabau,Male,I. Sabău,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1968-02-12,Câmpia Turzii,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,NaN,NaN,2023-08-25Z,active,no,NaN,2025-10-19Z,NaN
7gpq6hfol261qlbstz1hqxhhx,Alexandru Mihăiță,Chipciu,Alexandru,Chipciu,Male,A. Chipciu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1989-05-18,Brăila,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,right,27.0,2022-07-01Z,active,yes,74.0,NaN,NaN
7mahl3p7rsctqfjyvl69houms,Lukas Agoston,Pall,Lukas,Pall,Male,L. Pall,Romania,17oj2qrzqlkhdjvazum10sx2i,France,7gww28djs405rfga69smki84o,Attacker,player,2010-02-07,Montreuil,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,2026-01-13Z,active,yes,NaN,NaN,NaN
