id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,endDate,status,active,placeOfBirth,height,weight,knownName
e13y6phirbqqb57f6f03x8stl,Gabriele,Gori,Gabriele,Gori,Male,G. Gori,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1999-02-13,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,9.0,2025-01-31Z,2025-06-30Z,active,yes,Firenze,187.0,75.0,NaN
e5supdx9jzkb6uavxylx56kgk,Valerio,Crespi,Valerio,Crespi,Male,V. Crespi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2004-08-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,NaN,2024-07-09Z,2025-01-31Z,active,no,NaN,185.0,NaN,NaN
ea4l6vjonhtvjmq1nyfec2fvt,Mateusz Jakub,Praszelik,Mateusz,Praszelik,Male,M. Praszelik,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Midfielder,player,2000-09-26,Poland,27baqb7359ywdvsxxklx1kn11,right,99.0,2024-08-05Z,2025-06-30Z,active,yes,Racibórz,184.0,74.0,NaN
edzd28hr2ys0p9n08qsyrrrbo,Raphael,Kofler,Raphael,Kofler,Male,R. Kofler,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2005-04-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,28.0,2022-07-01Z,NaN,active,yes,NaN,193.0,83.0,NaN
elrzjj42baq9rbwbw3qmg4q1h,Jasmin,Kurtić,Jasmin,Kurtic,Male,J. Kurtić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Midfielder,player,1989-01-10,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,right,27.0,2024-01-05Z,2025-04-28Z,active,no,Novo Mesto,186.0,88.0,NaN
elw5nwsxujwjl0l3c5xvu9gk4,Jacopo,Martini,Jacopo,Martini,Male,J. Martini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-12-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,6.0,2024-07-11Z,NaN,active,yes,NaN,NaN,NaN,NaN
eygrmornuu44o2xye1qved51x,Raphael Chidi,Odogwu,Raphael,Odogwu,Male,R. Odogwu,Italy,25f2cmb2r8mk5rj92tzer6kvv,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1991-01-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,90.0,2020-07-24Z,NaN,active,yes,NaN,NaN,NaN,NaN
heuw0xuxy3kuvengd6yl37bp,Alessandro,Gazzi,Alessandro,Gazzi,Male,A. Gazzi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1983-01-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,NaN,2024-11-04Z,NaN,active,yes,Feltre,184.0,81.0,NaN
n1dn08w15qkbjl62blf82wpg,Simone,Testa,Simone,Testa,Male,S. Testa,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2005-08-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,74.0,2024-07-01Z,NaN,active,yes,NaN,182.0,NaN,NaN
uwz5o4z3pelycdppky4f132t,Fabian,Tait,Fabian,Tait,Male,F. Tait,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1993-02-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,21.0,2014-07-01Z,NaN,active,yes,Bolzano,186.0,80.0,NaN
11q04yh6uwaslbkp0gh665x3p,Fabio,Lucioni,Fabio,Lucioni,Male,F. Lucioni,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1987-09-25,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,15.0,2025-02-03Z,NaN,active,yes,Terni,185.0,80.0,NaN
14cbkgi3dk03rslbdb3kfr8fe,Ebrima,Darboe,Ebrima,Darboe,Male,E. Darboe,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,Midfielder,player,2001-06-06,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,right,55.0,2024-08-12Z,2025-06-30Z,active,yes,Serekunda,179.0,69.0,NaN
1e6s5l3tp48t6ybq73lzzmkx6,Giorgio,Cittadini,Giorgio,Cittadini,Male,G. Cittadini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2002-04-18,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,5.0,2024-07-13Z,2025-06-30Z,active,yes,Gardone Val Trompia,193.0,72.0,NaN
1yr4mqzlcq3fj7u1l8a3bvc44,Giuseppe,Ambrosino Di Bruttopilo,Giuseppe,Ambrosino,Male,G. Ambrosino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2003-09-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,10.0,2024-07-24Z,2025-06-30Z,active,yes,Procida,187.0,NaN,NaN
2lx4dy8gdeox803t8iwmy2ivo,Giorgi,Kvernadze,Giorgi,Kvernadze,Male,G. Kvernadze,Georgia,55mqz7j6585f2jhgfhn62lomr,NaN,NaN,Attacker,player,2003-02-07,Georgia,55mqz7j6585f2jhgfhn62lomr,right,17.0,2024-07-02Z,NaN,active,yes,Samtredia,183.0,67.0,NaN
2ly6g72pr0qa3ew5f5mqu9b10,Alessandro,Selvini,Alessandro,Selvini,Male,A. Selvini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2004-03-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,24.0,2024-07-01Z,2024-08-29Z,active,no,Frosinone,180.0,NaN,NaN
2xx71k152a5xj2k0f0vqv0yl0,Alejandro Gabriel,Cichero Terrero,Alejandro,Cichero,Male,A. Cichero,Venezuela,1er0616j12s9yghuzvsx76d5v,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2006-07-11,Venezuela,1er0616j12s9yghuzvsx76d5v,right,96.0,2024-07-01Z,NaN,active,yes,Caracas,196.0,88.0,NaN
32qof54p490n1ycjruex1avv9,Przemysław Marek,Szymiński,Przemyslaw,Szyminski,Male,P. Szymiński,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Defender,player,1994-06-24,Poland,27baqb7359ywdvsxxklx1kn11,right,25.0,2024-07-01Z,NaN,active,yes,Katowice,184.0,73.0,NaN
37kr5th62ugmy4j55i3n45k2d,Riccardo,Marchizza,Riccardo,Marchizza,Male,R. Marchizza,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1998-03-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,3.0,2023-07-13Z,NaN,active,yes,Roma,185.0,80.0,NaN
3bepm9aue2iygu0hln7faasr8,Lazar,Zaknic,Lazar,Zaknic,Male,L. Zaknic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2004-03-16,Serbia,5w4ve503bjdsshwx9ho6jxzx0,right,6.0,2024-07-01Z,2025-02-19Z,active,no,Beograd,192.0,83.0,NaN
3j2yog3zyussh0aq1xgz3e2cq,Anthony Henri,Zué Oyono Omva Torque,Anthony,Oyono,Male,A. Oyono,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,France,7gww28djs405rfga69smki84o,Defender,player,2001-04-12,France,7gww28djs405rfga69smki84o,right,20.0,2022-01-30Z,NaN,active,yes,Lille,184.0,NaN,Anthony Oyono
3jwd5j1gfk0yt1nantxmx113p,Vincenzo,Vivarini,Vincenzo,Vivarini,Male,V. Vivarini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1966-01-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-01Z,2024-10-22Z,active,no,Ari,NaN,NaN,NaN
4uyj8jh0l0t7r7xz6war6xtlg,Victor,Hegelund,Victor,Hegelund,Male,V. Hegelund,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2005-09-23,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,2.0,2024-11-30Z,2025-04-26Z,active,no,NaN,NaN,NaN,NaN
4vonqsqrzoyye4vs6n7dud2p5,José,Ndong Machín Dicombo,José,Machín,Male,José Machín,Equatorial Guinea,4z1n5a2w0i7miu70ot64452ak,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1996-08-14,Equatorial Guinea,4z1n5a2w0i7miu70ot64452ak,right,77.0,2024-07-26Z,2025-01-29Z,active,no,Bata,184.0,74.0,NaN
52id0afdpd58f253e6c375s6h,Sergio,Kalaj,Sergio,Kalaj,Male,S. Kalaj,Albania,17zsm8shejejls2on1ffil3op,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2000-01-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,23.0,2022-01-13Z,NaN,active,yes,Marino,193.0,NaN,NaN
56oxuwxbszkg8xjic1bizd1xw,Farès,Ghedjemis,Farès,Ghedjemis,Male,F. Ghedjemis,France,7gww28djs405rfga69smki84o,Algeria,1ayprcriqhb8iv10ch70clppu,Attacker,player,2002-09-06,France,7gww28djs405rfga69smki84o,left,7.0,2024-01-02Z,NaN,active,yes,Montreuil,183.0,NaN,NaN
599hq8vcsro1x0io9il7u6n6d,Leandro,Greco,Leandro,Greco,Male,L. Greco,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1986-07-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,NaN,2024-10-22Z,2025-02-17Z,active,no,Roma,184.0,75.0,NaN
600czejxisvunmu02lqhr5no4,Filippo,Grosso,Filippo,Grosso,Male,F. Grosso,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2006-09-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,38.0,2024-11-23Z,NaN,active,yes,NaN,NaN,NaN,NaN
6b1amsfryp85cqe248yzxojkk,Giancarlo,Marini,Giancarlo,Marini,Male,G. Marini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1964-09-16,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-10-22Z,NaN,active,yes,Roma,174.0,68.0,NaN
6iuabqnp7t6ru6nwz9kr1bq50,Kevin,Barcella,Kevin,Barcella,Male,K. Barcella,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2006-06-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,37.0,2024-10-19Z,NaN,active,yes,NaN,177.0,NaN,NaN
6q399v3gfhhxbwlclo7ku27l5,Davide,Bettella,Davide,Bettella,Male,D. Bettella,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-04-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,18.0,2024-08-30Z,NaN,active,yes,Padova,185.0,75.0,NaN
74pc3b81ffiakci87rjwg9xm2,Marvin,Çuni,Marvin,Çuni,Male,M. Çuni,Albania,17zsm8shejejls2on1ffil3op,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2001-07-10,Germany,36min0qztu8eydwvpv8t1is0m,right,9.0,2023-07-06Z,2024-09-11Z,active,no,Freising,188.0,78.0,NaN
79pqp9xigjcfe7xggn23m2q22,Tjaš,Begić,Tjas,Begic,Male,T. Begić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Attacker,player,2003-06-30,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,right,11.0,2024-08-02Z,2025-06-30Z,active,yes,Izola,175.0,NaN,NaN
7g92lfswalp2spd6yzocy6978,Matteo,Cichella,Matteo,Cichella,Male,M. Cichella,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2005-10-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,64.0,2024-07-01Z,NaN,active,yes,Roma,169.0,59.0,NaN
7lwyvmu8aw45o3o1yn0w2uzqi,Matjaž,Kamenšek-Pahič,Matjaz,Kamensek Pahic,Male,M. Kamenšek-Pahič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Defender,player,2004-07-04,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,right,NaN,2023-08-09Z,2024-09-05Z,active,no,Maribor,189.0,NaN,NaN
80bewyr86n7d9f6vd06wa4sbu,Hamza,Haoudi,Hamza,Haoudi,Male,H. Haoudi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2001-03-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,15.0,2024-07-01Z,2025-01-03Z,active,no,Lucca,176.0,65.0,NaN
85aeprp6pgu5m53s2u36i584q,Jérémy Henri,Zué Oyono Omva Torque,Jérémy,Oyono,Male,J. Oyono,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,France,7gww28djs405rfga69smki84o,Defender,player,2001-04-12,France,7gww28djs405rfga69smki84o,right,21.0,2024-08-08Z,NaN,active,yes,Lille,178.0,74.0,Jérémy Oyono
87mcqd2i04rgbe5w0khsakij9,Francesco,Gelli,Francesco,Gelli,Male,F. Gelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1996-10-15,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,14.0,2023-01-31Z,2025-02-03Z,active,no,Livorno,173.0,NaN,NaN
8s8bz5lrm8hxhklp5en4hptgq,Giuseppe,Caso,Giuseppe,Caso,Male,G. Caso,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1998-12-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,98.0,2022-07-16Z,2024-08-30Z,active,no,Torre Annunziata,172.0,63.0,NaN
903x54qc5wtaaxbijztgngbf9,Paolo,Bianco,Paolo,Bianco,Male,P. Bianco,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1977-08-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,NaN,2025-02-18Z,NaN,active,yes,Ordona,180.0,78.0,NaN
9ww33ibv61xrh9vs41wkpb7ys,Evan Yokoyoko,Bouabre,Evan,Bouabre,Male,E. Bouabre,Italy,25f2cmb2r8mk5rj92tzer6kvv,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,2003-12-23,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2025-01-31Z,2025-04-26Z,active,no,Bologna,185.0,NaN,NaN
a8dm3433l77bkgla902imcr56,Benjamin Lhassine,Kone,Ben,Kone,Male,B. Kone,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Midfielder,player,2000-03-14,Côte d'Ivoire,tin6kf561ywonqan0mettr98,left,92.0,2025-02-03Z,2025-06-30Z,active,yes,NaN,172.0,75.0,NaN
ahrgnlsku8ghrj2qc0s6p1rhm,Alessandro,Sorrentino,Alessandro,Sorrentino,Male,A. Sorrentino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2002-04-03,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,13.0,2024-08-26Z,2025-06-30Z,active,yes,Guardiagrele,190.0,78.0,NaN
awi07pi5jmngr7x7njq7znwt1,Gianluca,Di Chiara,Gianluca,Di Chiara,Male,G. Di Chiara,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1993-12-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,77.0,2025-02-03Z,NaN,active,yes,Palermo,186.0,78.0,NaN
aynx9h96efsfkd0l1h8r8dsd1,Luca,Garritano,Luca,Garritano,Male,L. Garritano,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1994-02-11,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,16.0,2021-08-07Z,2025-01-31Z,active,no,Cosenza,172.0,67.0,NaN
b0tm8ir59l1xfg448wgbwx5hw,Francesco,Minicangeli,Francesco,Minicangeli,Male,F. Minicangeli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2006-01-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,12.0,2024-07-01Z,2025-04-26Z,active,no,NaN,NaN,NaN,NaN
bgdsqiw9upbdjck6lkxge7y1g,Simone,Cangianiello,Simone,Cangianiello,Male,S. Cangianiello,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-01-08,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,80.0,2024-07-01Z,2024-08-20Z,active,no,NaN,NaN,NaN,NaN
bvnzh2sq474xl2wj7jser1uz8,Mateus Henrique,Vanelli Lusuardi,Mateus Henrique,Vanelli Lusuardi,Male,Mateus Lusuardi,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,2004-01-08,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,left,47.0,2023-08-25Z,NaN,active,yes,Porto Alegre,190.0,NaN,Mateus Lusuardi
cbzfr0b3pjiknahduv488ogoa,Ilario,Monterisi,Ilario,Monterisi,Male,I. Monterisi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2001-12-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,30.0,2023-07-14Z,NaN,active,yes,Trani,190.0,NaN,NaN
cf6s9r48j9nm47c2o0tld0gt0,Lorenzo,Palmisani,Lorenzo,Palmisani,Male,L. Palmisani,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,2004-06-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,36.0,2025-01-31Z,NaN,active,yes,NaN,185.0,NaN,NaN
d6sstsibcsfxporots5k9cicp,Emil,Bohinen,Emil,Bohinen,Male,E. Bohinen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Midfielder,player,1999-03-12,England,1fk5l4hkqk12i7zske6mcqju6,left,32.0,2025-02-03Z,2025-06-30Z,active,yes,Derby,189.0,75.0,NaN
dcub83q7nsputaq2zbk0zmb4l,Pierluigi,Frattali,Pierluigi,Frattali,Male,P. Frattali,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1985-12-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,1.0,2023-08-29Z,NaN,active,yes,Roma,185.0,75.0,NaN
e7vzezdlmfhzrml2rgcxvfqi,Emanuele,Pecorino,Emanuele,Pecorino,Male,E. Pecorino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2001-07-15,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,90.0,2024-08-09Z,2025-06-30Z,active,yes,Catania,192.0,NaN,NaN
eabz9w7hs8w0bd734f6d8k8np,Luigi,Canotto,Luigi,Canotto,Male,L. Canotto,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1994-05-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,both,27.0,2024-06-30Z,NaN,active,yes,Rossano Calabro,178.0,71.0,NaN
eawzwll559k910exi1u6zccno,Filippo,Distefano,Filippo,Distefano,Male,F. Distefano,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2003-08-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,28.0,2024-07-26Z,2025-06-30Z,active,yes,Camaiore,173.0,59.0,NaN
eds2u0d31rqv5ifzgf75qfnx1,Davide,Biraschi,Davide,Biraschi,Male,D. Biraschi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1994-07-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,4.0,2024-08-21Z,NaN,active,yes,Roma,182.0,73.0,NaN
enopqyya6qq64lvliw7lw0s4q,Frank Cédric,Tsadjout,Frank,Tsadjout,Male,F. Tsadjout,Italy,25f2cmb2r8mk5rj92tzer6kvv,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,1999-07-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,74.0,2024-08-30Z,2025-06-30Z,active,yes,Perugia,190.0,75.0,NaN
eq2csaq52bftm9w9rgxrlbp3p,Anthony,Partipilo,Anthony,Partipilo,Male,A. Partipilo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1994-10-27,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,70.0,2024-08-30Z,2025-06-30Z,active,yes,Bari,181.0,76.0,NaN
f54uw4wypnr1x8l616mrckv3e,Ilias,Koutsoupias,Ilias,Koutsoupias,Male,I. Koutsoupias,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,Midfielder,player,2001-05-10,Greece,6lpgd60z890no2v46zdecrcss,right,80.0,2025-01-15Z,2025-06-30Z,active,yes,Heraklion,182.0,78.0,NaN
f8kcf2l4h2qzdww1vof5x9t5,Michele,Cerofolini,Michele,Cerofolini,Male,M. Cerofolini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1999-01-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,31.0,2023-08-14Z,NaN,active,yes,Arezzo,188.0,80.0,NaN
j3e45tivwj7iod1xde5o642c,Gabriele,Bracaglia,Gabriele,Bracaglia,Male,G. Bracaglia,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-07-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,79.0,2024-07-01Z,NaN,active,yes,NaN,185.0,74.0,NaN
np5er6kwne1u1y3avr7sr11w,İsak,Vural,Isak,Vural,Male,İ. Vural,Türkiye,6kd6webenogylfgwt2aa9l6vx,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-05-28,Sweden,1z6l2c33w2kyz9rdefs1d68nb,right,8.0,2024-02-01Z,NaN,active,yes,Stockholm,175.0,NaN,NaN
ohjn9tgx28c0qssvrdvzr5zo,Fallou,Sene,Fallou,Sene,Male,F. Sene,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,2004-08-21,Senegal,6hhqyhr5cwq2pfprlazyposyk,right,99.0,2024-07-31Z,2025-01-21Z,active,no,Khombole,187.0,NaN,NaN
18ykd91a23cwcopy3pvbu4vhm,Stefano,Cella,Stefano,Cella,Male,S. Cella,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2001-04-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,29.0,2024-07-05Z,NaN,active,yes,NaN,185.0,NaN,NaN
1c9vi1r73dbcqrcmk21kwo9hw,Francesco,Ruocco,Francesco,Ruocco,Male,F. Ruocco,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2001-03-23,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,18.0,2024-07-03Z,NaN,active,yes,Napoli,173.0,69.0,NaN
1sgt7bwc7md8rvc7yd1p0uaj9,Mattia,Aramu,Mattia,Aramu,Male,M. Aramu,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1995-05-14,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,70.0,2024-07-25Z,2025-06-30Z,active,yes,Ciriè,180.0,67.0,NaN
2ees8987o9z704mre07n6m8es,Gabriele,Argint,Gabriele,Argint,Male,G. Argint,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2006-03-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2023-07-01Z,2025-01-03Z,active,no,NaN,NaN,NaN,NaN
3dv5gvbcrkq991wspg3v25zsa,David,Wieser,David,Wieser,Male,D. Wieser,Italy,25f2cmb2r8mk5rj92tzer6kvv,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,2002-02-13,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,10.0,2023-07-28Z,NaN,active,yes,Vipiteno,NaN,NaN,NaN
3fc2ovl70g87ukxt3v6u96v9x,Davide,Possanzini,Davide,Possanzini,Male,D. Possanzini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1976-02-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2023-07-01Z,NaN,active,yes,Loreto,181.0,76.0,NaN
3vynn9fyok03y3kwfbexmmpsk,Cristiano,Fratti,Cristiano,Fratti,Male,C. Fratti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-01Z,2024-10-07Z,active,no,NaN,NaN,NaN,NaN
3wvdyrnksgkkajal9ryfa5mac,Nicolò,Radaelli,Nicolò,Radaelli,Male,N. Radaelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-01-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,17.0,2023-07-08Z,NaN,active,yes,Carate Brianza,189.0,80.0,NaN
4flyqsohn2m1mcch5jtarfdg5,Sebastien,De Maio,Sebastien,De Maio,Male,S. De Maio,France,7gww28djs405rfga69smki84o,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1987-03-05,France,7gww28djs405rfga69smki84o,right,87.0,2024-01-22Z,NaN,active,yes,Saint-Denis,190.0,90.0,NaN
4iaqzu5jy767d7wim29qx1zv9,Erik,Panizzi,Erik,Panizzi,Male,E. Panizzi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1994-02-15,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,23.0,2020-08-14Z,NaN,active,yes,Guastalla,176.0,70.0,NaN
5enlho0lp6pftf8pc2q2xewpg,Flavio,Paoletti,Flavio,Paoletti,Male,F. Paoletti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2003-01-16,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,36.0,2025-01-26Z,NaN,active,yes,San Benedetto,182.0,72.0,NaN
631s8kb58r8u7skp010q9y66t,Salvatore,Burrai,Salvatore,Burrai,Male,S. Burrai,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1987-05-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,8.0,2023-07-18Z,NaN,active,yes,Sassari,177.0,72.0,NaN
6rfkgh9lndobd6ldi6vy449p0,Federico,Artioli,Federico,Artioli,Male,F. Artioli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2001-06-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,24.0,2024-07-01Z,NaN,active,yes,Ferrara,178.0,74.0,NaN
6szxppa4hiycu7jl26r2do89h,Francesco,Galuppini,Francesco,Galuppini,Male,F. Galuppini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1993-10-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,14.0,2023-07-27Z,NaN,active,yes,Brescia,181.0,75.0,NaN
76on01g0gji52q5h0su7dr0us,Tommaso,Maggioni,Tommaso,Maggioni,Male,T. Maggioni,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2001-08-22,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,27.0,2023-07-26Z,NaN,active,yes,NaN,181.0,78.0,NaN
